ReocrdTime: _20250426_131529
IntegrationTime: 200
DataLength: 7305
accumulateCount: 1
Wavelength,Data
195.889,30,
195.938,30,
195.987,25,
196.037,19,
196.086,34,
196.135,43,
196.184,31,
196.233,42,
196.283,28,
196.332,34,
196.381,45,
196.43,22,
196.479,54,
196.529,26,
196.578,41,
196.627,8,
196.676,55,
196.725,43,
196.774,57,
196.824,44,
196.873,12,
196.922,73,
196.971,39,
197.02,27,
197.069,15,
197.118,36,
197.168,12,
197.217,8,
197.266,43,
197.315,52,
197.364,17,
197.413,19,
197.462,6,
197.511,34,
197.56,68,
197.609,54,
197.658,36,
197.707,83,
197.756,50,
197.805,75,
197.854,68,
197.904,27,
197.953,81,
198.002,48,
198.051,21,
198.1,49,
198.149,79,
198.198,61,
198.247,57,
198.296,33,
198.345,34,
198.393,18,
198.442,77,
198.491,97,
198.54,60,
198.589,27,
198.638,63,
198.687,72,
198.736,86,
198.785,115,
198.834,140,
198.883,101,
198.932,127,
198.981,159,
199.03,102,
199.079,84,
199.127,38,
199.176,72,
199.225,73,
199.274,63,
199.323,32,
199.372,68,
199.421,50,
199.47,12,
199.518,65,
199.567,45,
199.616,58,
199.665,7,
199.714,27,
199.763,43,
199.811,58,
199.86,61,
199.909,13,
199.958,38,
200.007,36,
200.055,66,
200.104,70,
200.153,49,
200.202,31,
200.25,29,
200.299,41,
200.348,57,
200.397,60,
200.445,47,
200.494,51,
200.543,39,
200.592,2,
200.64,42,
200.689,45,
200.738,48,
200.787,27,
200.835,25,
200.884,20,
200.933,38,
200.981,50,
201.03,52,
201.079,26,
201.127,46,
201.176,62,
201.225,98,
201.273,63,
201.322,39,
201.371,38,
201.419,70,
201.468,64,
201.516,56,
201.565,49,
201.614,52,
201.662,21,
201.711,29,
201.759,47,
201.808,25,
201.857,44,
201.905,49,
201.954,84,
202.002,68,
202.051,41,
202.099,47,
202.148,35,
202.197,38,
202.245,67,
202.294,41,
202.342,77,
202.391,66,
202.439,101,
202.488,59,
202.536,83,
202.585,83,
202.633,68,
202.682,57,
202.73,72,
202.779,50,
202.827,58,
202.876,80,
202.924,57,
202.973,63,
203.021,62,
203.069,47,
203.118,84,
203.166,86,
203.215,76,
203.263,62,
203.312,48,
203.36,56,
203.408,65,
203.457,65,
203.505,61,
203.554,34,
203.602,51,
203.65,45,
203.699,79,
203.747,47,
203.795,99,
203.844,47,
203.892,59,
203.941,95,
203.989,108,
204.037,63,
204.086,93,
204.134,72,
204.182,63,
204.23,57,
204.279,99,
204.327,77,
204.375,97,
204.424,64,
204.472,52,
204.52,90,
204.569,81,
204.617,81,
204.665,54,
204.713,88,
204.762,109,
204.81,67,
204.858,99,
204.906,90,
204.955,64,
205.003,63,
205.051,79,
205.099,84,
205.147,118,
205.196,92,
205.244,89,
205.292,54,
205.34,61,
205.388,129,
205.437,84,
205.485,106,
205.533,84,
205.581,68,
205.629,75,
205.677,122,
205.725,115,
205.774,113,
205.822,142,
205.87,111,
205.918,102,
205.966,143,
206.014,82,
206.062,133,
206.11,106,
206.158,112,
206.207,115,
206.255,90,
206.303,106,
206.351,79,
206.399,90,
206.447,115,
206.495,88,
206.543,104,
206.591,95,
206.639,66,
206.687,128,
206.735,115,
206.783,92,
206.831,120,
206.879,92,
206.927,99,
206.975,97,
207.023,167,
207.071,104,
207.119,111,
207.167,125,
207.215,104,
207.263,111,
207.311,165,
207.359,114,
207.407,180,
207.455,126,
207.503,109,
207.551,123,
207.599,102,
207.646,140,
207.694,84,
207.742,88,
207.79,104,
207.838,100,
207.886,147,
207.934,133,
207.982,61,
208.03,82,
208.077,122,
208.125,122,
208.173,113,
208.221,95,
208.269,106,
208.317,147,
208.365,150,
208.412,113,
208.46,129,
208.508,125,
208.556,93,
208.604,147,
208.651,122,
208.699,138,
208.747,93,
208.795,95,
208.843,86,
208.89,99,
208.938,167,
208.986,129,
209.034,95,
209.081,97,
209.129,95,
209.177,95,
209.225,164,
209.272,138,
209.32,122,
209.368,118,
209.415,111,
209.463,158,
209.511,136,
209.559,107,
209.606,151,
209.654,85,
209.702,106,
209.749,129,
209.797,102,
209.845,131,
209.892,133,
209.94,136,
209.988,131,
210.035,122,
210.083,110,
210.13,129,
210.178,129,
210.226,142,
210.273,160,
210.321,156,
210.368,90,
210.416,92,
210.464,160,
210.511,147,
210.559,173,
210.606,179,
210.654,151,
210.701,173,
210.749,125,
