ReocrdTime: _20250426_113238
IntegrationTime: 200
DataLength: 7305
accumulateCount: 1
Wavelength,Data
195.889,16,
195.938,16,
195.987,24,
196.037,32,
196.086,28,
196.135,39,
196.184,7,
196.233,36,
196.283,10,
196.332,16,
196.381,52,
196.43,24,
196.479,47,
196.529,19,
196.578,24,
196.627,2,
196.676,55,
196.725,34,
196.774,23,
196.824,10,
196.873,26,
196.922,61,
196.971,11,
197.02,18,
197.069,-7,
197.118,12,
197.168,18,
197.217,18,
197.266,27,
197.315,37,
197.364,23,
197.413,16,
197.462,-2,
197.511,14,
197.56,27,
197.609,18,
197.658,16,
197.707,36,
197.756,43,
197.805,15,
197.854,28,
197.904,2,
197.953,27,
198.002,28,
198.051,29,
198.1,24,
198.149,18,
198.198,38,
198.247,34,
198.296,6,
198.345,27,
198.393,7,
198.442,25,
198.491,13,
198.54,20,
198.589,12,
198.638,21,
198.687,18,
198.736,45,
198.785,-5,
198.834,18,
198.883,36,
198.932,50,
198.981,46,
199.03,19,
199.079,31,
199.127,11,
199.176,5,
199.225,27,
199.274,42,
199.323,-25,
199.372,59,
199.421,32,
199.47,19,
199.518,44,
199.567,32,
199.616,27,
199.665,31,
199.714,38,
199.763,36,
199.811,42,
199.86,34,
199.909,25,
199.958,34,
200.007,24,
200.055,46,
200.104,36,
200.153,29,
200.202,44,
200.25,9,
200.299,36,
200.348,48,
200.397,27,
200.445,38,
200.494,9,
200.543,21,
200.592,42,
200.64,29,
200.689,47,
200.738,34,
200.787,22,
200.835,32,
200.884,33,
200.933,40,
200.981,49,
201.03,34,
201.079,42,
201.127,79,
201.176,86,
201.225,64,
201.273,48,
201.322,34,
201.371,46,
201.419,76,
201.468,25,
201.516,45,
201.565,27,
201.614,57,
201.662,52,
201.711,45,
201.759,29,
201.808,18,
201.857,53,
201.905,22,
201.954,86,
202.002,61,
202.051,34,
202.099,34,
202.148,44,
202.197,54,
202.245,67,
202.294,47,
202.342,54,
202.391,23,
202.439,34,
202.488,27,
202.536,88,
202.585,51,
202.633,48,
202.682,19,
202.73,42,
202.779,53,
202.827,67,
202.876,32,
202.924,48,
202.973,68,
203.021,37,
203.069,40,
203.118,54,
203.166,50,
203.215,49,
203.263,45,
203.312,46,
203.36,51,
203.408,63,
203.457,42,
203.505,25,
203.554,-5,
203.602,52,
203.65,38,
203.699,63,
203.747,45,
203.795,92,
203.844,50,
203.892,65,
203.941,70,
203.989,83,
204.037,31,
204.086,75,
204.134,51,
204.182,70,
204.23,59,
204.279,50,
204.327,45,
204.375,57,
204.424,59,
204.472,87,
204.52,69,
204.569,47,
204.617,40,
204.665,32,
204.713,74,
204.762,75,
204.81,49,
204.858,84,
204.906,52,
204.955,71,
205.003,47,
205.051,54,
205.099,84,
205.147,81,
205.196,74,
205.244,84,
205.292,61,
205.34,30,
205.388,82,
205.437,100,
205.485,74,
205.533,86,
205.581,50,
205.629,64,
205.677,59,
205.725,61,
205.774,70,
205.822,106,
205.87,36,
205.918,61,
205.966,79,
206.014,61,
206.062,74,
206.11,68,
206.158,94,
206.207,61,
206.255,83,
206.303,92,
206.351,63,
206.399,76,
206.447,102,
206.495,48,
206.543,86,
206.591,79,
206.639,57,
206.687,85,
206.735,70,
206.783,83,
206.831,79,
206.879,88,
206.927,79,
206.975,79,
207.023,128,
207.071,65,
207.119,70,
207.167,80,
207.215,86,
207.263,79,
207.311,113,
207.359,41,
207.407,61,
207.455,59,
207.503,83,
207.551,62,
207.599,68,
207.646,84,
207.694,63,
207.742,72,
207.79,69,
207.838,70,
207.886,118,
207.934,90,
207.982,69,
208.03,116,
208.077,88,
208.125,66,
208.173,74,
208.221,48,
208.269,76,
208.317,121,
208.365,87,
208.412,70,
208.46,56,
208.508,93,
208.556,84,
208.604,161,
208.651,56,
208.699,92,
208.747,48,
208.795,57,
208.843,101,
208.89,109,
208.938,115,
208.986,75,
209.034,65,
209.081,136,
209.129,120,
209.177,122,
209.225,92,
209.272,92,
209.32,100,
209.368,86,
209.415,75,
209.463,143,
209.511,101,
209.559,82,
209.606,88,
209.654,76,
209.702,98,
209.749,127,
209.797,84,
209.845,118,
209.892,79,
209.94,77,
209.988,102,
210.035,95,
210.083,58,
210.13,117,
210.178,149,
210.226,147,
210.273,122,
210.321,117,
210.368,73,
210.416,79,
210.464,120,
210.511,115,
210.559,137,
210.606,140,
210.654,115,
210.701,112,
210.749,107,
210.797,127,
210.844,146,
210.892,108,
210.939,95,
