ReocrdTime: _20250426_110831
IntegrationTime: 200
DataLength: 7305
accumulateCount: 1
Wavelength,Data
195.889,0,
195.938,0,
195.987,0,
196.037,28,
196.086,10,
196.135,-8,
196.184,7,
196.233,33,
196.283,-2,
196.332,14,
196.381,47,
196.43,36,
196.479,18,
196.529,17,
196.578,31,
196.627,-8,
196.676,45,
196.725,36,
196.774,0,
196.824,7,
196.873,-2,
196.922,10,
196.971,18,
197.02,25,
197.069,13,
197.118,10,
197.168,25,
197.217,40,
197.266,-7,
197.315,35,
197.364,7,
197.413,0,
197.462,-7,
197.511,32,
197.56,28,
197.609,2,
197.658,0,
197.707,32,
197.756,9,
197.805,20,
197.854,3,
197.904,2,
197.953,0,
198.002,7,
198.051,25,
198.1,13,
198.149,23,
198.198,36,
198.247,14,
198.296,18,
198.345,16,
198.393,-18,
198.442,24,
198.491,20,
198.54,11,
198.589,10,
198.638,21,
198.687,18,
198.736,29,
198.785,-11,
198.834,30,
198.883,29,
198.932,38,
198.981,37,
199.03,14,
199.079,13,
199.127,11,
199.176,32,
199.225,11,
199.274,31,
199.323,11,
199.372,68,
199.421,32,
199.47,19,
199.518,44,
199.567,25,
199.616,33,
199.665,22,
199.714,17,
199.763,18,
199.811,13,
199.86,37,
199.909,13,
199.958,-2,
200.007,0,
200.055,19,
200.104,41,
200.153,6,
200.202,22,
200.25,-3,
200.299,27,
200.348,9,
200.397,22,
200.445,20,
200.494,13,
200.543,26,
200.592,18,
200.64,6,
200.689,2,
200.738,9,
200.787,20,
200.835,25,
200.884,-9,
200.933,43,
200.981,29,
201.03,-2,
201.079,31,
201.127,48,
201.176,32,
201.225,30,
201.273,31,
201.322,25,
201.371,34,
201.419,23,
201.468,14,
201.516,31,
201.565,-1,
201.614,72,
201.662,27,
201.711,13,
201.759,14,
201.808,4,
201.857,19,
201.905,18,
201.954,59,
202.002,50,
202.051,39,
202.099,29,
202.148,21,
202.197,7,
202.245,40,
202.294,11,
202.342,43,
202.391,19,
202.439,72,
202.488,37,
202.536,56,
202.585,42,
202.633,36,
202.682,50,
202.73,27,
202.779,41,
202.827,41,
202.876,9,
202.924,19,
202.973,29,
203.021,30,
203.069,0,
203.118,36,
203.166,36,
203.215,52,
203.263,34,
203.312,43,
203.36,20,
203.408,29,
203.457,22,
203.505,38,
203.554,9,
203.602,20,
203.65,17,
203.699,43,
203.747,45,
203.795,67,
203.844,21,
203.892,47,
203.941,49,
203.989,76,
204.037,43,
204.086,38,
204.134,60,
204.182,33,
204.23,29,
204.279,36,
204.327,45,
204.375,23,
204.424,57,
204.472,49,
204.52,56,
204.569,52,
204.617,51,
204.665,16,
204.713,54,
204.762,22,
204.81,18,
204.858,54,
204.906,54,
204.955,54,
205.003,47,
205.051,40,
205.099,68,
205.147,72,
205.196,74,
205.244,95,
205.292,56,
205.34,14,
205.388,77,
205.437,59,
205.485,43,
205.533,95,
205.581,20,
205.629,52,
205.677,49,
205.725,46,
205.774,23,
205.822,63,
205.87,29,
205.918,56,
205.966,62,
206.014,84,
206.062,66,
206.11,52,
206.158,35,
206.207,70,
206.255,29,
206.303,77,
206.351,61,
206.399,70,
206.447,95,
206.495,41,
206.543,82,
206.591,54,
206.639,45,
206.687,76,
206.735,65,
206.783,54,
206.831,59,
206.879,69,
206.927,54,
206.975,58,
207.023,95,
207.071,54,
207.119,54,
207.167,84,
207.215,61,
207.263,48,
207.311,79,
207.359,57,
207.407,58,
207.455,63,
207.503,97,
207.551,32,
207.599,36,
207.646,61,
207.694,75,
207.742,72,
207.79,60,
207.838,50,
207.886,75,
207.934,65,
207.982,65,
208.03,59,
208.077,54,
208.125,75,
208.173,83,
208.221,77,
208.269,58,
208.317,87,
208.365,77,
208.412,67,
208.46,61,
208.508,82,
208.556,68,
208.604,87,
208.651,59,
208.699,74,
208.747,56,
208.795,54,
208.843,77,
208.89,88,
208.938,88,
208.986,75,
209.034,45,
209.081,54,
209.129,81,
209.177,100,
209.225,88,
209.272,86,
209.32,56,
209.368,95,
209.415,34,
209.463,77,
209.511,93,
209.559,64,
209.606,61,
209.654,85,
209.702,59,
209.749,119,
209.797,88,
209.845,72,
209.892,70,
209.94,83,
209.988,86,
210.035,61,
210.083,43,
210.13,88,
210.178,102,
210.226,86,
210.273,97,
210.321,72,
210.368,59,
210.416,90,
210.464,70,
210.511,99,
210.559,79,
210.606,110,
210.654,66,
210.701,94,
210.749,80,
210.797,75,
210.844,104,
210.892,57,
210.939,61,
210.987,72,
211.034,77,
211.082,88,
211.129,70,
211.177,95,
211.224,103,
211.272,77,
211.319,83,
211.367,82,
211.414,129,
211.462,147,
211.509,113,
211.556,100,
211.604,94,
211.651,100,
211.699,64,
211.746,74,
211.794,99,
211.841,120,
211.889,109,
211.936,94,
211.983,84,
212.031,83,
212.078,108,
212.125,82,
212.173,113,
212.22,119,
212.268,87,
212.315,147,
212.362,131,
212.41,153,
212.457,179,
212.504,140,
212.552,111,
212.599,107,
212.646,115,
212.694,104,
212.741,116,
212.788,99,
212.836,138,
212.883,106,
212.93,126,
212.977,83,
213.025,151,
213.072,90,
213.119,138,
213.167,160,
213.214,93,
213.261,111,
213.308,135,
213.356,108,
213.403,151,
213.45,100,
213.497,99,
213.544,81,
213.592,113,
213.639,141,
213.686,111,
213.733,127,
213.78,117,
213.828,117,
213.875,102,
213.922,134,
213.969,140,
214.016,86,
214.063,127,
214.111,104,
214.158,122,
214.205,115,
214.252,147,
214.299,63,
214.346,116,
214.393,131,
214.44,157,
214.488,117,
214.535,116,
214.582,152,
214.629,113,
214.676,130,
214.723,113,
214.77,129,
214.817,108,
214.864,124,
214.911,85,
214.958,135,
215.005,144,
215.052,93,
215.099,104,
215.146,138,
215.193,127,
215.24,113,
215.287,138,
215.334,160,
215.381,106,
215.428,109,
215.475,118,
215.522,120,
215.569,138,
215.616,126,
215.663,108,
215.71,134,
215.757,122,
215.804,133,
215.851,102,
215.898,113,
215.945,111,
215.992,102,
216.039,170,
216.085,143,
216.132,115,
216.179,100,
216.226,114,
216.273,115,
216.32,163,
216.367,169,
216.414,181,
216.461,120,
216.507,112,
216.554,168,
216.601,134,
216.648,160,
216.695,150,
216.742,156,
216.788,161,
216.835,115,
216.882,107,
216.929,140,
216.976,133,
217.022,156,
217.069,133,
217.116,151,
217.163,172,
217.209,151,
217.256,149,
217.303,122,
217.35,131,
217.396,192,
217.443,174,
217.49,161,
217.537,140,
217.583,192,
217.63,132,
217.677,124,
217.724,109,
217.77,117,
217.817,140,
217.864,176,
217.91,142,
217.957,138,
218.004,170,
218.05,129,
218.097,109,
218.144,115,
218.19,152,
218.237,172,
218.283,130,
218.33,162,
218.377,146,
218.423,147,
218.47,127,
218.517,140,
218.563,179,
218.61,197,
218.656,166,
218.703,120,
218.75,185,
218.796,180,
218.843,192,
218.889,192,
218.936,140,
218.982,135,
219.029,165,
219.075,184,
219.122,115,
219.168,172,
219.215,168,
219.261,150,
219.308,154,
219.354,161,
219.401,169,
219.447,165,
219.494,153,
219.54,124,
219.587,156,
219.633,147,
219.68,142,
219.726,140,
219.773,204,
219.819,129,
219.866,177,
219.912,190,
219.958,195,
220.005,153,
220.051,171,
