ReocrdTime: _20250426_130601
IntegrationTime: 200
DataLength: 7305
accumulateCount: 1
Wavelength,Data
195.889,32,
195.938,32,
195.987,41,
196.037,30,
196.086,46,
196.135,25,
196.184,49,
196.233,60,
196.283,37,
196.332,28,
196.381,47,
196.43,24,
196.479,38,
196.529,23,
196.578,45,
196.627,38,
196.676,66,
196.725,31,
196.774,36,
196.824,30,
196.873,10,
196.922,43,
196.971,41,
197.02,54,
197.069,24,
197.118,45,
197.168,28,
197.217,20,
197.266,41,
197.315,57,
197.364,21,
197.413,37,
197.462,6,
197.511,68,
197.56,44,
197.609,45,
197.658,55,
197.707,77,
197.756,57,
197.805,61,
197.854,46,
197.904,22,
197.953,56,
198.002,64,
198.051,64,
198.1,26,
198.149,40,
198.198,68,
198.247,45,
198.296,31,
198.345,60,
198.393,66,
198.442,59,
198.491,65,
198.54,67,
198.589,48,
198.638,64,
198.687,63,
198.736,81,
198.785,79,
198.834,117,
198.883,92,
198.932,156,
198.981,102,
199.03,77,
199.079,86,
199.127,50,
199.176,70,
199.225,66,
199.274,59,
199.323,-2,
199.372,58,
199.421,63,
199.47,34,
199.518,69,
199.567,59,
199.616,70,
199.665,40,
199.714,47,
199.763,61,
199.811,40,
199.86,50,
199.909,41,
199.958,52,
200.007,51,
200.055,55,
200.104,52,
200.153,56,
200.202,74,
200.25,45,
200.299,39,
200.348,46,
200.397,33,
200.445,59,
200.494,15,
200.543,52,
200.592,31,
200.64,47,
200.689,54,
200.738,43,
200.787,52,
200.835,54,
200.884,26,
200.933,69,
200.981,52,
201.03,59,
201.079,61,
201.127,70,
201.176,105,
201.225,50,
201.273,41,
201.322,25,
201.371,45,
201.419,79,
201.468,64,
201.516,60,
201.565,45,
201.614,92,
201.662,59,
201.711,27,
201.759,75,
201.808,36,
201.857,71,
201.905,60,
201.954,93,
202.002,82,
202.051,62,
202.099,61,
202.148,50,
202.197,70,
202.245,77,
202.294,43,
202.342,72,
202.391,68,
202.439,104,
202.488,61,
202.536,108,
202.585,69,
202.633,86,
202.682,61,
202.73,70,
202.779,59,
202.827,81,
202.876,64,
202.924,52,
202.973,63,
203.021,32,
203.069,63,
203.118,82,
203.166,68,
203.215,61,
203.263,82,
203.312,45,
203.36,61,
203.408,49,
203.457,61,
203.505,88,
203.554,43,
203.602,49,
203.65,36,
203.699,88,
203.747,24,
203.795,83,
203.844,52,
203.892,56,
203.941,76,
203.989,85,
204.037,45,
204.086,97,
204.134,51,
204.182,54,
204.23,70,
204.279,66,
204.327,79,
204.375,77,
204.424,90,
204.472,76,
204.52,108,
204.569,84,
204.617,81,
204.665,74,
204.713,90,
204.762,77,
204.81,47,
204.858,81,
204.906,101,
204.955,100,
205.003,77,
205.051,95,
205.099,89,
205.147,93,
205.196,81,
205.244,91,
205.292,93,
205.34,104,
205.388,82,
205.437,84,
205.485,95,
205.533,87,
205.581,88,
205.629,91,
205.677,93,
205.725,90,
205.774,115,
205.822,142,
205.87,74,
205.918,97,
205.966,100,
206.014,95,
206.062,101,
206.11,104,
206.158,122,
206.207,77,
206.255,54,
206.303,76,
206.351,97,
206.399,106,
206.447,136,
206.495,88,
206.543,129,
206.591,97,
206.639,91,
206.687,101,
206.735,112,
206.783,94,
206.831,106,
206.879,78,
206.927,88,
206.975,74,
207.023,147,
207.071,112,
207.119,106,
207.167,125,
207.215,118,
207.263,115,
207.311,146,
207.359,91,
207.407,122,
207.455,95,
207.503,99,
207.551,113,
207.599,63,
207.646,84,
207.694,123,
207.742,97,
207.79,85,
207.838,113,
207.886,156,
207.934,106,
207.982,79,
208.03,93,
208.077,99,
208.125,102,
208.173,127,
208.221,132,
208.269,101,
208.317,136,
208.365,138,
208.412,113,
208.46,111,
208.508,123,
208.556,104,
208.604,156,
208.651,106,
208.699,104,
208.747,81,
208.795,70,
208.843,126,
208.89,106,
208.938,143,
208.986,95,
209.034,104,
209.081,124,
209.129,104,
209.177,140,
209.225,135,
209.272,115,
209.32,134,
209.368,143,
209.415,102,
209.463,133,
209.511,142,
209.559,88,
209.606,118,
209.654,117,
209.702,122,
209.749,131,
209.797,138,
209.845,135,
209.892,109,
209.94,110,
209.988,154,
210.035,113,
210.083,106,
210.13,122,
210.178,145,
210.226,153,
210.273,128,
210.321,144,
210.368,79,
210.416,131,
210.464,145,
210.511,151,
210.559,182,
210.606,160,
210.654,129,
210.701,131,
210.749,116,
210.797,139,
210.844,144,
210.892,140,
210.939,118,
210.987,90,
211.034,144,
211.082,155,
211.129,131,
211.177,136,
211.224,160,
211.272,183,
211.319,147,
211.367,134,
211.414,176,
211.462,198,
211.509,129,
211.556,139,
211.604,155,
211.651,161,
211.699,106,
211.746,131,
211.794,162,
211.841,172,
211.889,170,
211.936,167,
211.983,163,
212.031,128,
212.078,142,
212.125,192,
212.173,178,
212.22,208,
212.268,209,
212.315,339,
212.362,477,
212.41,639,
212.457,701,
212.504,504,
212.552,269,
212.599,265,
212.646,194,
212.694,177,
212.741,206,
212.788,162,
212.836,192,
212.883,163,
212.93,178,
212.977,165,
213.025,212,
213.072,147,
213.119,173,
213.167,208,
213.214,165,
213.261,185,
213.308,185,
213.356,148,
213.403,214,
213.45,161,
213.497,158,
213.544,179,
213.592,169,
213.639,208,
213.686,179,
213.733,177,
213.78,149,
213.828,176,
213.875,160,
213.922,161,
213.969,201,
214.016,141,
214.063,169,
214.111,140,
