ReocrdTime: _20250426_130604
IntegrationTime: 200
DataLength: 7305
accumulateCount: 1
Wavelength,Data
195.889,23,
195.938,23,
195.987,7,
196.037,25,
196.086,57,
196.135,43,
196.184,56,
196.233,67,
196.283,5,
196.332,14,
196.381,63,
196.43,56,
196.479,56,
196.529,32,
196.578,13,
196.627,24,
196.676,71,
196.725,43,
196.774,28,
196.824,7,
196.873,1,
196.922,39,
196.971,32,
197.02,40,
197.069,18,
197.118,18,
197.168,16,
197.217,24,
197.266,41,
197.315,50,
197.364,16,
197.413,0,
197.462,13,
197.511,29,
197.56,36,
197.609,21,
197.658,34,
197.707,22,
197.756,43,
197.805,52,
197.854,39,
197.904,43,
197.953,34,
198.002,16,
198.051,41,
198.1,31,
198.149,38,
198.198,68,
198.247,34,
198.296,24,
198.345,61,
198.393,56,
198.442,50,
198.491,52,
198.54,31,
198.589,5,
198.638,38,
198.687,72,
198.736,131,
198.785,66,
198.834,68,
198.883,76,
198.932,118,
198.981,100,
199.03,50,
199.079,45,
199.127,20,
199.176,63,
199.225,61,
199.274,74,
199.323,23,
199.372,54,
199.421,70,
199.47,30,
199.518,85,
199.567,48,
199.616,72,
199.665,54,
199.714,11,
199.763,52,
199.811,65,
199.86,80,
199.909,56,
199.958,29,
200.007,13,
200.055,78,
200.104,65,
200.153,58,
200.202,15,
200.25,4,
200.299,70,
200.348,41,
200.397,35,
200.445,45,
200.494,42,
200.543,66,
200.592,51,
200.64,63,
200.689,59,
200.738,57,
200.787,25,
200.835,27,
200.884,43,
200.933,63,
200.981,63,
201.03,32,
201.079,22,
201.127,28,
201.176,82,
201.225,68,
201.273,43,
201.322,30,
201.371,16,
201.419,56,
201.468,66,
201.516,70,
201.565,27,
201.614,79,
201.662,41,
201.711,0,
201.759,50,
201.808,36,
201.857,61,
201.905,58,
201.954,74,
202.002,66,
202.051,66,
202.099,76,
202.148,16,
202.197,45,
202.245,61,
202.294,66,
202.342,76,
202.391,44,
202.439,74,
202.488,37,
202.536,88,
202.585,85,
202.633,66,
202.682,79,
202.73,40,
202.779,28,
202.827,70,
202.876,68,
202.924,55,
202.973,91,
203.021,23,
203.069,49,
203.118,63,
203.166,74,
203.215,69,
203.263,32,
203.312,21,
203.36,47,
203.408,68,
203.457,61,
203.505,72,
203.554,15,
203.602,42,
203.65,31,
203.699,100,
203.747,61,
203.795,106,
203.844,68,
203.892,38,
203.941,81,
203.989,77,
204.037,92,
204.086,68,
204.134,67,
204.182,79,
204.23,73,
204.279,54,
204.327,59,
204.375,68,
204.424,91,
204.472,79,
204.52,92,
204.569,84,
204.617,77,
204.665,41,
204.713,63,
204.762,56,
204.81,65,
204.858,90,
204.906,72,
204.955,32,
205.003,79,
205.051,58,
205.099,84,
205.147,100,
205.196,72,
205.244,77,
205.292,59,
205.34,25,
205.388,121,
205.437,59,
205.485,68,
205.533,95,
205.581,45,
205.629,122,
205.677,111,
205.725,102,
205.774,97,
205.822,135,
205.87,88,
