ReocrdTime: _20250426_114208
IntegrationTime: 200
DataLength: 7305
accumulateCount: 1
Wavelength,Data
195.889,46,
195.938,46,
195.987,59,
196.037,28,
196.086,34,
196.135,32,
196.184,49,
196.233,69,
196.283,45,
196.332,41,
196.381,61,
196.43,54,
196.479,72,
196.529,44,
196.578,43,
196.627,6,
196.676,68,
196.725,57,
196.774,62,
196.824,35,
196.873,17,
196.922,62,
196.971,52,
197.02,36,
197.069,38,
197.118,55,
197.168,34,
197.217,43,
197.266,47,
197.315,75,
197.364,37,
197.413,37,
197.462,18,
197.511,45,
197.56,95,
197.609,70,
197.658,48,
197.707,84,
197.756,59,
197.805,106,
197.854,80,
197.904,36,
197.953,88,
198.002,36,
198.051,55,
198.1,70,
198.149,102,
198.198,113,
198.247,91,
198.296,68,
198.345,63,
198.393,47,
198.442,101,
198.491,86,
198.54,97,
198.589,39,
198.638,102,
198.687,103,
198.736,172,
198.785,156,
198.834,160,
198.883,151,
198.932,217,
198.981,202,
199.03,143,
199.079,95,
199.127,45,
199.176,97,
199.225,86,
199.274,106,
199.323,55,
199.372,95,
199.421,81,
199.47,32,
199.518,67,
199.567,64,
199.616,90,
199.665,65,
199.714,74,
199.763,83,
199.811,67,
199.86,98,
199.909,54,
199.958,27,
200.007,67,
200.055,64,
200.104,58,
200.153,65,
200.202,40,
200.25,20,
200.299,61,
200.348,57,
200.397,67,
200.445,66,
200.494,61,
200.543,64,
200.592,49,
200.64,60,
200.689,77,
200.738,54,
200.787,36,
200.835,56,
200.884,45,
200.933,74,
200.981,66,
201.03,66,
201.079,56,
201.127,71,
201.176,107,
201.225,93,
201.273,63,
201.322,20,
201.371,59,
201.419,81,
201.468,102,
201.516,94,
201.565,72,
201.614,90,
201.662,46,
201.711,40,
201.759,77,
201.808,47,
201.857,75,
201.905,49,
201.954,104,
202.002,104,
202.051,69,
202.099,83,
202.148,61,
202.197,70,
202.245,67,
202.294,72,
202.342,88,
202.391,84,
202.439,102,
202.488,68,
202.536,124,
202.585,87,
202.633,84,
202.682,77,
202.73,59,
202.779,64,
202.827,99,
202.876,97,
202.924,77,
202.973,102,
203.021,46,
203.069,76,
203.118,91,
203.166,99,
203.215,106,
203.263,61,
203.312,54,
203.36,97,
203.408,83,
203.457,63,
203.505,101,
203.554,32,
203.602,40,
203.65,61,
203.699,102,
203.747,70,
203.795,94,
203.844,68,
203.892,65,
203.941,95,
203.989,110,
204.037,99,
204.086,138,
204.134,36,
204.182,85,
204.23,104,
204.279,84,
204.327,77,
204.375,86,
204.424,82,
204.472,88,
204.52,112,
204.569,97,
204.617,90,
204.665,52,
204.713,95,
204.762,113,
204.81,76,
204.858,92,
204.906,103,
204.955,79,
205.003,100,
205.051,110,
205.099,132,
205.147,133,
205.196,88,
205.244,100,
205.292,93,
205.34,81,
205.388,125,
205.437,114,
205.485,126,
205.533,100,
205.581,97,
205.629,109,
205.677,153,
205.725,131,
205.774,123,
205.822,181,
205.87,137,
205.918,153,
205.966,175,
206.014,150,
206.062,113,
206.11,122,
206.158,160,
206.207,133,
206.255,115,
206.303,160,
206.351,104,
206.399,119,
206.447,147,
206.495,134,
206.543,147,
206.591,131,
206.639,84,
206.687,117,
206.735,131,
206.783,110,
206.831,133,
206.879,108,
206.927,102,
206.975,135,
207.023,160,
207.071,117,
207.119,140,
207.167,150,
207.215,129,
207.263,127,
207.311,189,
207.359,134,
207.407,155,
207.455,101,
207.503,160,
207.551,120,
207.599,142,
207.646,124,
207.694,113,
207.742,108,
207.79,126,
207.838,159,
207.886,140,
207.934,121,
207.982,108,
208.03,120,
208.077,142,
208.125,127,
208.173,144,
208.221,127,
208.269,90,
208.317,143,
208.365,114,
208.412,158,
208.46,142,
208.508,159,
208.556,134,
208.604,166,
208.651,147,
208.699,135,
208.747,126,
208.795,93,
208.843,104,
208.89,129,
208.938,174,
208.986,139,
209.034,81,
209.081,113,
209.129,117,
209.177,168,
209.225,173,
209.272,133,
209.32,152,
209.368,129,
209.415,79,
209.463,169,
209.511,192,
209.559,138,
209.606,129,
209.654,129,
209.702,136,
209.749,162,
209.797,123,
209.845,144,
209.892,133,
209.94,142,
209.988,172,
210.035,149,
210.083,142,
210.13,133,
210.178,176,
210.226,217,
210.273,176,
210.321,173,
210.368,152,
210.416,131,
210.464,151,
210.511,185,
210.559,165,
210.606,190,
210.654,156,
210.701,153,
210.749,177,
210.797,168,
210.844,189,
210.892,161,
210.939,170,
210.987,153,
211.034,111,
211.082,165,
211.129,119,
211.177,170,
211.224,208,
211.272,181,
211.319,133,
211.367,181,
211.414,206,
211.462,223,
211.509,172,
211.556,186,
211.604,171,
211.651,190,
211.699,202,
211.746,190,
211.794,203,
211.841,242,
211.889,217,
211.936,241,
211.983,199,
212.031,178,
212.078,221,
212.125,238,
212.173,302,
212.22,323,
212.268,356,
212.315,585,
212.362,920,
212.41,1168,
212.457,1331,
212.504,844,
212.552,570,
212.599,387,
212.646,256,
212.694,227,
212.741,280,
212.788,230,
212.836,282,
212.883,242,
212.93,205,
212.977,189,
213.025,252,
213.072,183,
213.119,203,
213.167,273,
213.214,244,
213.261,221,
213.308,246,
213.356,191,
213.403,226,
213.45,206,
213.497,204,
213.544,229,
213.592,192,
213.639,233,
213.686,249,
213.733,199,
213.78,203,
213.828,203,
213.875,244,
213.922,261,
213.969,226,
214.016,193,
214.063,178,
214.111,194,
214.158,174,
214.205,178,
214.252,165,
214.299,164,
214.346,218,
214.393,290,
214.44,253,
214.488,185,
214.535,208,
214.582,243,
214.629,232,
214.676,192,
214.723,219,
214.77,223,
214.817,235,
214.864,247,
214.911,216,
214.958,257,
215.005,260,
215.052,199,
215.099,210,
215.146,197,
215.193,230,
215.24,211,
215.287,226,
215.334,277,
215.381,181,
215.428,244,
215.475,194,
215.522,202,
215.569,220,
215.616,201,
215.663,228,
215.71,235,
215.757,222,
215.804,246,
215.851,197,
215.898,239,
215.945,251,
215.992,239,
216.039,272,
216.085,283,
216.132,178,
216.179,212,
216.226,220,
216.273,171,
216.32,253,
216.367,240,
216.414,236,
216.461,220,
216.507,230,
216.554,270,
216.601,243,
216.648,294,
216.695,280,
216.742,303,
216.788,303,
216.835,230,
216.882,251,
216.929,262,
216.976,253,
217.022,239,
217.069,282,
217.116,219,
217.163,235,
217.209,242,
217.256,264,
217.303,296,
217.35,285,
217.396,330,
217.443,294,
217.49,280,
217.537,297,
217.583,339,
217.63,231,
217.677,233,
217.724,210,
217.77,226,
217.817,274,
217.864,262,
217.91,249,
217.957,240,
218.004,242,
218.05,269,
218.097,235,
218.144,217,
218.19,301,
218.237,221,
218.283,223,
218.33,264,
218.377,225,
218.423,258,
218.47,245,
218.517,229,
218.563,257,
218.61,262,
218.656,292,
218.703,245,
218.75,248,
218.796,289,
218.843,310,
218.889,255,
218.936,274,
218.982,234,
219.029,273,
219.075,274,
219.122,192,
219.168,287,
219.215,281,
219.261,283,
219.308,254,
219.354,276,
219.401,273,
219.447,285,
219.494,275,
219.54,237,
219.587,245,
219.633,265,
219.68,262,
219.726,284,
219.773,297,
219.819,235,
219.866,319,
219.912,228,
219.958,317,
220.005,291,
220.051,285,
220.098,252,
220.144,294,
220.19,287,
220.237,342,
220.283,267,
220.33,305,
220.376,325,
220.422,362,
220.469,424,
220.515,452,
220.561,394,
220.608,353,
220.654,348,
220.7,315,
220.747,504,
220.793,726,
220.839,744,
220.886,759,
220.932,587,
220.978,655,
221.025,859,
221.071,1157,
221.117,1204,
221.163,1361,
221.21,960,
221.256,810,
221.302,536,
221.348,450,
221.395,393,
221.441,359,
221.487,343,
221.533,404,
221.58,455,
221.626,859,
221.672,1279,
221.718,1424,
221.764,1231,
221.811,934,
221.857,897,
221.903,642,
221.949,414,
221.995,409,
222.041,354,
222.088,414,
222.134,350,
222.18,353,
222.226,285,
222.272,333,
222.318,335,
222.364,300,
222.411,224,
222.457,260,
222.503,317,
222.549,267,
222.595,340,
222.641,285,
222.687,311,
222.733,312,
222.779,285,
222.825,303,
222.871,337,
222.917,364,
222.963,364,
223.009,324,
223.055,362,
223.102,395,
223.148,326,
223.194,351,
223.24,334,
223.286,301,
223.332,247,
223.378,335,
223.424,264,
223.469,328,
223.515,294,
223.561,290,
223.607,291,
223.653,241,
223.699,321,
223.745,321,
223.791,251,
223.837,305,
223.883,266,
223.929,336,
223.975,261,
224.021,312,
224.067,226,
224.113,337,
224.158,266,
224.204,270,
224.25,362,
224.296,217,
224.342,330,
224.388,290,
224.434,273,
224.48,273,
224.525,267,
224.571,310,
224.617,282,
224.663,315,
224.709,280,
224.754,280,
224.8,307,
224.846,257,
224.892,320,
224.938,305,
224.983,280,
225.029,287,
225.075,267,
225.121,346,
225.167,273,
225.212,273,
225.258,291,
225.304,305,
225.35,302,
225.395,285,
225.441,298,
225.487,336,
225.532,314,
225.578,262,
225.624,292,
225.67,326,
225.715,306,
225.761,292,
225.807,356,
225.852,336,
225.898,357,
225.944,362,
225.989,389,
226.035,436,
226.08,344,
226.126,421,
226.172,357,
226.217,450,
226.263,506,
226.309,579,
226.354,606,
226.4,825,
226.445,746,
226.491,613,
226.537,432,
226.582,459,
226.628,403,
226.673,404,
226.719,391,
226.764,432,
226.81,515,
226.855,644,
226.901,837,
226.947,1098,
226.992,1100,
227.038,837,
227.083,625,
227.129,448,
227.174,414,
227.22,313,
227.265,382,
227.311,417,
227.356,404,
227.402,359,
227.447,326,
227.492,346,
227.538,314,
227.583,342,
227.629,394,
227.674,326,
227.72,327,
227.765,335,
227.81,321,
227.856,361,
227.901,364,
227.947,321,
227.992,312,
228.037,330,
228.083,355,
228.128,318,
228.174,304,
228.219,317,
228.264,310,
228.31,252,
228.355,294,
228.4,345,
228.446,292,
228.491,330,
228.536,355,
228.582,350,
228.627,325,
228.672,310,
228.717,339,
228.763,312,
228.808,337,
228.853,368,
228.899,349,
228.944,396,
228.989,341,
229.034,333,
229.08,336,
