ReocrdTime: _20250426_133629
IntegrationTime: 200
DataLength: 7305
accumulateCount: 1
Wavelength,Data
195.889,-4,
195.938,-4,
195.987,9,
196.037,27,
196.086,30,
196.135,16,
196.184,43,
196.233,33,
196.283,-6,
196.332,2,
196.381,49,
196.43,15,
196.479,61,
196.529,25,
196.578,22,
196.627,2,
196.676,34,
196.725,47,
196.774,32,
196.824,23,
196.873,-17,
196.922,1,
196.971,16,
197.02,34,
197.069,-7,
197.118,25,
197.168,-4,
197.217,17,
197.266,20,
197.315,37,
197.364,16,
197.413,8,
197.462,11,
197.511,47,
197.56,64,
197.609,32,
197.658,36,
197.707,-7,
197.756,59,
197.805,59,
197.854,46,
197.904,34,
197.953,36,
198.002,27,
198.051,18,
198.1,47,
198.149,74,
198.198,72,
198.247,20,
198.296,25,
198.345,51,
198.393,29,
198.442,58,
198.491,72,
198.54,42,
198.589,-15,
198.638,50,
198.687,59,
198.736,124,
198.785,75,
198.834,99,
198.883,96,
198.932,104,
198.981,86,
199.03,64,
199.079,38,
199.127,16,
199.176,48,
199.225,45,
199.274,49,
199.323,45,
199.372,23,
199.421,63,
199.47,-6,
199.518,58,
199.567,43,
199.616,76,
199.665,-14,
199.714,40,
199.763,51,
199.811,36,
199.86,70,
199.909,18,
199.958,18,
200.007,6,
200.055,59,
200.104,24,
200.153,24,
200.202,15,
200.25,27,
200.299,34,
200.348,32,
200.397,31,
200.445,41,
200.494,20,
200.543,28,
200.592,60,
200.64,45,
200.689,13,
200.738,41,
200.787,11,
200.835,29,
200.884,-3,
200.933,58,
200.981,45,
201.03,29,
201.079,15,
201.127,50,
201.176,59,
201.225,73,
201.273,41,
201.322,2,
201.371,18,
201.419,50,
201.468,89,
201.516,49,
201.565,38,
201.614,70,
201.662,39,
201.711,33,
201.759,54,
201.808,36,
201.857,55,
201.905,56,
201.954,77,
202.002,72,
202.051,66,
202.099,50,
202.148,52,
202.197,21,
202.245,49,
202.294,57,
202.342,67,
202.391,25,
202.439,61,
202.488,23,
202.536,90,
202.585,65,
202.633,93,
202.682,43,
202.73,22,
202.779,37,
202.827,67,
202.876,70,
202.924,78,
202.973,73,
203.021,35,
203.069,49,
203.118,90,
203.166,75,
203.215,67,
203.263,34,
203.312,64,
203.36,27,
203.408,43,
203.457,20,
203.505,43,
203.554,13,
203.602,43,
203.65,40,
203.699,59,
203.747,54,
203.795,74,
203.844,64,
203.892,39,
203.941,70,
203.989,81,
204.037,49,
204.086,61,
204.134,56,
204.182,69,
204.23,43,
204.279,48,
204.327,68,
204.375,55,
204.424,30,
204.472,88,
204.52,85,
204.569,50,
204.617,67,
204.665,50,
204.713,68,
204.762,83,
204.81,43,
204.858,99,
204.906,56,
204.955,39,
205.003,38,
205.051,68,
205.099,113,
205.147,95,
205.196,63,
205.244,104,
205.292,67,
205.34,48,
205.388,105,
205.437,88,
205.485,57,
205.533,82,
205.581,56,
205.629,57,
205.677,115,
205.725,95,
205.774,82,
205.822,149,
205.87,59,
205.918,72,
205.966,107,
206.014,93,
206.062,79,
206.11,79,
206.158,117,
206.207,99,
206.255,103,
206.303,122,
206.351,70,
206.399,63,
206.447,111,
206.495,91,
206.543,93,
206.591,82,
206.639,57,
206.687,131,
206.735,95,
206.783,67,
206.831,65,
206.879,67,
206.927,54,
206.975,92,
