ReocrdTime: _20250426_112947
IntegrationTime: 200
DataLength: 7305
accumulateCount: 1
Wavelength,Data
195.889,8,
195.938,8,
195.987,15,
196.037,18,
196.086,-9,
196.135,-11,
196.184,20,
196.233,26,
196.283,-13,
196.332,28,
196.381,43,
196.43,13,
196.479,27,
196.529,16,
196.578,16,
196.627,15,
196.676,37,
196.725,23,
196.774,23,
196.824,12,
196.873,-6,
196.922,25,
196.971,9,
197.02,0,
197.069,-3,
197.118,0,
197.168,14,
197.217,20,
197.266,2,
197.315,41,
197.364,5,
197.413,23,
197.462,0,
197.511,30,
197.56,25,
197.609,23,
197.658,-2,
197.707,36,
197.756,11,
197.805,25,
197.854,3,
197.904,-3,
197.953,29,
198.002,16,
198.051,11,
198.1,2,
198.149,5,
198.198,38,
198.247,3,
198.296,16,
198.345,54,
198.393,-18,
198.442,24,
198.491,13,
198.54,24,
198.589,7,
198.638,12,
198.687,33,
198.736,50,
198.785,14,
198.834,20,
198.883,47,
198.932,36,
198.981,50,
199.03,43,
199.079,41,
199.127,7,
199.176,23,
199.225,18,
199.274,24,
199.323,7,
199.372,34,
199.421,56,
199.47,5,
199.518,33,
199.567,41,
199.616,65,
199.665,20,
199.714,33,
199.763,40,
199.811,20,
199.86,64,
199.909,43,
199.958,16,
200.007,22,
200.055,30,
200.104,25,
200.153,11,
200.202,53,
200.25,18,
200.299,16,
200.348,25,
200.397,9,
200.445,25,
200.494,4,
200.543,32,
200.592,22,
200.64,-19,
200.689,23,
200.738,31,
200.787,9,
200.835,18,
200.884,-21,
200.933,24,
200.981,25,
201.03,52,
201.079,13,
201.127,34,
201.176,50,
201.225,43,
201.273,52,
201.322,30,
201.371,12,
201.419,23,
201.468,-4,
201.516,26,
201.565,15,
201.614,47,
201.662,41,
201.711,-3,
201.759,23,
201.808,-29,
201.857,37,
201.905,29,
201.954,74,
202.002,34,
202.051,19,
202.099,22,
202.148,25,
202.197,41,
202.245,36,
202.294,25,
202.342,33,
202.391,30,
202.439,54,
202.488,37,
202.536,63,
202.585,18,
202.633,63,
202.682,41,
202.73,13,
202.779,25,
202.827,38,
202.876,16,
202.924,34,
202.973,29,
203.021,7,
203.069,20,
203.118,39,
203.166,39,
203.215,20,
203.263,34,
203.312,23,
203.36,29,
203.408,32,
203.457,18,
203.505,23,
203.554,6,
203.602,13,
203.65,6,
203.699,25,
203.747,25,
203.795,45,
203.844,18,
203.892,23,
203.941,40,
203.989,58,
204.037,29,
204.086,61,
204.134,15,
204.182,31,
204.23,34,
204.279,36,
204.327,39,
204.375,37,
204.424,39,
204.472,47,
204.52,53,
204.569,38,
204.617,34,
204.665,20,
204.713,38,
204.762,49,
204.81,16,
204.858,45,
204.906,34,
204.955,43,
205.003,20,
205.051,31,
205.099,46,
205.147,48,
205.196,25,
205.244,27,
205.292,20,
205.34,16,
205.388,44,
205.437,52,
205.485,50,
205.533,28,
205.581,16,
205.629,26,
205.677,58,
205.725,34,
205.774,55,
205.822,74,
205.87,45,
205.918,42,
205.966,64,
206.014,37,
206.062,34,
206.11,29,
206.158,33,
206.207,33,
206.255,16,
206.303,51,
206.351,36,
206.399,18,
206.447,57,
206.495,36,
206.543,52,
206.591,48,
206.639,23,
206.687,45,
206.735,43,
206.783,40,
206.831,38,
206.879,52,
206.927,38,
206.975,51,
207.023,65,
207.071,43,
207.119,49,
207.167,34,
207.215,62,
207.263,59,
207.311,54,
207.359,28,
207.407,54,
207.455,68,
207.503,50,
207.551,52,
207.599,36,
207.646,54,
207.694,54,
207.742,48,
207.79,43,
207.838,32,
207.886,66,
207.934,60,
207.982,27,
208.03,63,
208.077,70,
208.125,68,
208.173,49,
208.221,32,
208.269,33,
208.317,75,
208.365,34,
208.412,44,
208.46,48,
208.508,50,
208.556,77,
208.604,61,
208.651,58,
208.699,58,
208.747,41,
208.795,46,
208.843,52,
208.89,72,
208.938,73,
208.986,46,
209.034,34,
209.081,70,
209.129,59,
209.177,75,
209.225,86,
209.272,68,
209.32,61,
209.368,70,
209.415,27,
209.463,74,
209.511,90,
209.559,45,
209.606,107,
209.654,58,
209.702,75,
209.749,52,
209.797,45,
209.845,77,
209.892,40,
209.94,58,
209.988,56,
210.035,39,
210.083,40,
210.13,68,
210.178,77,
210.226,57,
210.273,56,
210.321,54,
210.368,38,
210.416,50,
210.464,75,
210.511,70,
210.559,70,
210.606,84,
210.654,86,
210.701,72,
210.749,70,
210.797,78,
210.844,79,
210.892,77,
210.939,54,
210.987,76,
211.034,86,
211.082,90,
211.129,67,
211.177,63,
211.224,88,
211.272,65,
211.319,68,
211.367,77,
211.414,54,
211.462,117,
211.509,67,
211.556,68,
211.604,94,
211.651,75,
211.699,66,
211.746,56,
211.794,61,
211.841,106,
211.889,93,
211.936,51,
211.983,77,
212.031,56,
212.078,97,
212.125,113,
212.173,81,
212.22,95,
212.268,115,
212.315,192,
212.362,265,
212.41,221,
212.457,233,
212.504,147,
212.552,126,
212.599,102,
212.646,104,
212.694,109,
212.741,77,
212.788,90,
212.836,135,
212.883,81,
212.93,106,
212.977,72,
213.025,117,
213.072,65,
213.119,72,
213.167,113,
213.214,86,
213.261,68,
213.308,74,
213.356,83,
213.403,129,
213.45,91,
213.497,77,
213.544,77,
213.592,97,
213.639,116,
213.686,102,
213.733,86,
213.78,118,
213.828,88,
213.875,79,
213.922,73,
213.969,98,
214.016,77,
214.063,70,
214.111,89,
214.158,75,
214.205,63,
214.252,84,
214.299,74,
214.346,82,
214.393,136,
214.44,136,
214.488,108,
214.535,90,
214.582,96,
214.629,104,
214.676,87,
214.723,85,
214.77,76,
214.817,108,
214.864,97,
214.911,94,
214.958,99,
215.005,129,
215.052,97,
215.099,83,
215.146,91,
215.193,88,
215.24,84,
215.287,116,
215.334,122,
215.381,88,
215.428,95,
215.475,79,
215.522,84,
215.569,111,
215.616,86,
215.663,88,
215.71,134,
215.757,68,
215.804,85,
215.851,89,
215.898,97,
215.945,92,
215.992,59,
216.039,125,
216.085,88,
216.132,68,
216.179,95,
216.226,98,
216.273,76,
216.32,108,
216.367,122,
216.414,143,
216.461,104,
216.507,76,
216.554,93,
216.601,93,
216.648,129,
216.695,95,
216.742,92,
216.788,90,
216.835,104,
216.882,100,
216.929,99,
216.976,88,
217.022,110,
217.069,126,
217.116,77,
217.163,116,
217.209,104,
217.256,108,
217.303,117,
217.35,98,
217.396,136,
217.443,131,
217.49,107,
217.537,109,
217.583,108,
217.63,93,
217.677,99,
217.724,70,
217.77,127,
217.817,127,
217.864,97,
217.91,88,
217.957,88,
218.004,131,
218.05,100,
218.097,98,
218.144,58,
218.19,111,
218.237,97,
218.283,101,
218.33,104,
218.377,104,
218.423,102,
218.47,111,
218.517,84,
218.563,129,
218.61,104,
218.656,116,
218.703,95,
218.75,117,
218.796,147,
218.843,129,
218.889,122,
218.936,141,
218.982,97,
219.029,92,
219.075,116,
219.122,90,
219.168,136,
219.215,107,
219.261,102,
219.308,111,
219.354,113,
219.401,156,
219.447,127,
219.494,97,
219.54,104,
219.587,122,
219.633,134,
219.68,108,
219.726,108,
219.773,132,
219.819,99,
219.866,111,
219.912,117,
219.958,139,
220.005,88,
220.051,113,
220.098,105,
220.144,104,
220.19,102,
220.237,142,
220.283,123,
220.33,110,
220.376,110,
220.422,116,
220.469,146,
220.515,134,
220.561,111,
220.608,115,
220.654,113,
220.7,93,
220.747,143,
220.793,168,
220.839,167,
220.886,154,
220.932,126,
220.978,183,
221.025,235,
221.071,263,
221.117,226,
221.163,253,
221.21,219,
221.256,186,
221.302,150,
221.348,133,
221.395,133,
221.441,124,
221.487,110,
221.533,153,
221.58,122,
221.626,217,
221.672,322,
221.718,262,
221.764,219,
221.811,263,
221.857,203,
221.903,166,
221.949,120,
221.995,178,
222.041,115,
222.088,158,
222.134,124,
222.18,115,
222.226,102,
222.272,150,
222.318,111,
222.364,144,
222.411,77,
222.457,126,
222.503,154,
222.549,133,
222.595,159,
222.641,97,
222.687,137,
222.733,127,
222.779,131,
222.825,122,
222.871,129,
222.917,138,
222.963,130,
223.009,113,
223.055,140,
223.102,124,
