ReocrdTime: _20250426_115004
IntegrationTime: 200
DataLength: 7305
accumulateCount: 1
Wavelength,Data
195.889,34,
195.938,34,
195.987,6,
196.037,37,
196.086,37,
196.135,10,
196.184,41,
196.233,49,
196.283,27,
196.332,39,
196.381,27,
196.43,7,
196.479,23,
196.529,16,
196.578,16,
196.627,8,
196.676,37,
196.725,27,
196.774,30,
196.824,19,
196.873,16,
196.922,41,
196.971,20,
197.02,24,
197.069,-34,
197.118,23,
197.168,28,
197.217,38,
197.266,14,
197.315,32,
197.364,17,
197.413,7,
197.462,2,
197.511,11,
197.56,30,
197.609,16,
197.658,27,
197.707,29,
197.756,43,
197.805,41,
197.854,46,
197.904,36,
197.953,32,
198.002,36,
198.051,25,
198.1,36,
198.149,31,
198.198,47,
198.247,37,
198.296,29,
198.345,60,
198.393,-5,
198.442,29,
198.491,9,
198.54,29,
198.589,21,
198.638,43,
198.687,58,
198.736,77,
198.785,56,
198.834,52,
198.883,65,
198.932,104,
198.981,59,
199.03,46,
199.079,63,
199.127,18,
199.176,43,
199.225,41,
199.274,22,
199.323,7,
199.372,45,
199.421,70,
199.47,14,
199.518,24,
199.567,30,
199.616,34,
199.665,-18,
199.714,29,
199.763,68,
199.811,35,
199.86,57,
199.909,29,
199.958,18,
200.007,17,
200.055,50,
200.104,34,
200.153,2,
200.202,33,
200.25,20,
200.299,43,
200.348,50,
200.397,9,
200.445,21,
200.494,13,
200.543,48,
200.592,42,
200.64,34,
200.689,32,
200.738,41,
200.787,-7,
200.835,32,
200.884,-5,
200.933,38,
200.981,13,
201.03,16,
201.079,38,
201.127,54,
201.176,53,
201.225,41,
201.273,50,
201.322,9,
201.371,30,
201.419,70,
201.468,41,
201.516,27,
201.565,25,
201.614,27,
201.662,45,
201.711,2,
201.759,23,
201.808,4,
201.857,39,
201.905,29,
201.954,74,
202.002,46,
202.051,55,
202.099,40,
202.148,41,
202.197,30,
202.245,47,
202.294,34,
202.342,65,
202.391,23,
202.439,68,
202.488,53,
202.536,68,
202.585,69,
202.633,55,
202.682,59,
202.73,20,
202.779,36,
202.827,54,
202.876,39,
202.924,61,
202.973,86,
203.021,39,
203.069,20,
203.118,39,
203.166,41,
203.215,49,
203.263,36,
203.312,20,
203.36,33,
203.408,49,
203.457,45,
203.505,7,
203.554,6,
203.602,16,
203.65,15,
203.699,65,
203.747,11,
203.795,51,
203.844,39,
203.892,36,
203.941,86,
203.989,51,
204.037,38,
204.086,95,
204.134,29,
204.182,54,
204.23,47,
204.279,39,
204.327,43,
204.375,50,
204.424,41,
204.472,51,
204.52,76,
204.569,57,
204.617,47,
204.665,32,
204.713,54,
204.762,95,
204.81,51,
204.858,79,
204.906,43,
204.955,61,
205.003,47,
205.051,59,
205.099,64,
205.147,84,
205.196,36,
205.244,54,
205.292,63,
205.34,25,
205.388,73,
205.437,44,
205.485,45,
205.533,77,
205.581,45,
205.629,44,
205.677,76,
205.725,77,
205.774,54,
205.822,106,
205.87,68,
205.918,74,
205.966,96,
206.014,39,
206.062,63,
206.11,66,
206.158,90,
206.207,69,
206.255,72,
206.303,81,
206.351,78,
206.399,87,
206.447,84,
206.495,86,
206.543,64,
206.591,77,
206.639,39,
206.687,106,
206.735,67,
206.783,70,
206.831,61,
206.879,78,
206.927,67,
206.975,92,
207.023,87,
207.071,61,
207.119,56,
207.167,59,
207.215,95,
207.263,68,
207.311,92,
207.359,52,
207.407,58,
207.455,72,
207.503,118,
207.551,62,
207.599,72,
207.646,63,
207.694,66,
207.742,48,
207.79,54,
207.838,75,
207.886,82,
207.934,74,
207.982,54,
208.03,88,
208.077,54,
208.125,84,
208.173,70,
208.221,73,
208.269,76,
208.317,93,
208.365,87,
208.412,85,
208.46,59,
208.508,77,
208.556,87,
208.604,105,
208.651,77,
208.699,77,
208.747,61,
208.795,82,
208.843,70,
208.89,68,
208.938,118,
208.986,80,
209.034,54,
209.081,75,
209.129,72,
209.177,86,
209.225,119,
209.272,118,
209.32,75,
209.368,80,
209.415,66,
209.463,129,
209.511,108,
209.559,84,
209.606,81,
209.654,70,
209.702,63,
209.749,108,
209.797,73,
209.845,84,
209.892,84,
209.94,86,
209.988,70,
210.035,77,
210.083,40,
210.13,63,
210.178,102,
210.226,95,
210.273,126,
210.321,110,
210.368,64,
210.416,99,
210.464,93,
210.511,138,
210.559,121,
210.606,102,
210.654,84,
210.701,81,
210.749,95,
210.797,89,
210.844,101,
210.892,93,
210.939,79,
210.987,70,
211.034,126,
211.082,140,
211.129,79,
211.177,108,
211.224,110,
211.272,97,
211.319,52,
211.367,118,
211.414,172,
211.462,137,
211.509,101,
211.556,100,
211.604,117,
211.651,100,
211.699,73,
211.746,108,
211.794,88,
211.841,160,
211.889,95,
211.936,113,
211.983,92,
212.031,101,
212.078,117,
212.125,140,
212.173,151,
212.22,164,
212.268,155,
212.315,224,
212.362,342,
212.41,452,
212.457,515,
212.504,366,
212.552,215,
212.599,167,
212.646,125,
212.694,134,
212.741,143,
212.788,128,
212.836,160,
212.883,102,
212.93,133,
212.977,104,
213.025,160,
213.072,72,
213.119,113,
213.167,117,
213.214,143,
213.261,163,
213.308,131,
213.356,101,
213.403,115,
213.45,107,
213.497,140,
213.544,104,
213.592,112,
213.639,118,
213.686,127,
213.733,113,
213.78,147,
213.828,129,
213.875,126,
213.922,100,
213.969,140,
214.016,89,
214.063,140,
214.111,106,
214.158,107,
214.205,103,
214.252,104,
214.299,99,
214.346,118,
214.393,167,
214.44,138,
214.488,117,
214.535,106,
214.582,154,
214.629,142,
214.676,124,
214.723,108,
214.77,126,
214.817,156,
214.864,147,
214.911,146,
214.958,145,
215.005,135,
215.052,151,
215.099,149,
215.146,138,
215.193,140,
215.24,104,
215.287,120,
215.334,160,
215.381,122,
215.428,126,
215.475,101,
215.522,84,
215.569,113,
215.616,97,
215.663,129,
215.71,148,
215.757,109,
215.804,106,
215.851,114,
215.898,127,
215.945,174,
215.992,119,
216.039,141,
216.085,142,
216.132,61,
216.179,117,
216.226,154,
216.273,126,
216.32,165,
216.367,129,
216.414,150,
216.461,165,
216.507,153,
216.554,163,
216.601,147,
216.648,149,
216.695,186,
216.742,156,
216.788,194,
216.835,158,
216.882,154,
216.929,144,
216.976,128,
217.022,149,
217.069,146,
217.116,124,
217.163,114,
217.209,163,
217.256,143,
217.303,158,
217.35,159,
217.396,201,
217.443,179,
217.49,193,
217.537,193,
217.583,185,
217.63,152,
217.677,144,
217.724,156,
217.77,154,
217.817,161,
217.864,158,
217.91,138,
217.957,135,
218.004,129,
218.05,149,
218.097,134,
218.144,76,
218.19,131,
218.237,149,
218.283,137,
218.33,153,
218.377,130,
218.423,143,
218.47,127,
218.517,132,
218.563,181,
218.61,179,
218.656,157,
218.703,158,
218.75,151,
218.796,183,
218.843,170,
218.889,187,
218.936,154,
218.982,137,
219.029,174,
219.075,161,
219.122,153,
219.168,209,
219.215,176,
219.261,165,
219.308,175,
219.354,177,
219.401,180,
219.447,211,
219.494,133,
219.54,109,
219.587,132,
219.633,161,
219.68,160,
219.726,165,
219.773,177,
219.819,120,
219.866,174,
219.912,113,
219.958,186,
220.005,194,
220.051,178,
220.098,145,
220.144,151,
220.19,199,
220.237,217,
220.283,183,
220.33,140,
220.376,135,
220.422,211,
220.469,248,
220.515,217,
220.561,206,
220.608,215,
220.654,171,
220.7,186,
220.747,224,
220.793,319,
220.839,337,
220.886,312,
220.932,253,
220.978,346,
221.025,443,
221.071,540,
221.117,538,
221.163,594,
221.21,463,
221.256,365,
221.302,315,
221.348,194,
221.395,204,
221.441,190,
221.487,174,
221.533,212,
221.58,219,
221.626,367,
221.672,526,
221.718,529,
221.764,501,
221.811,497,
221.857,380,
221.903,312,
221.949,179,
221.995,212,
222.041,176,
222.088,223,
222.134,169,
222.18,185,
222.226,197,
222.272,185,
222.318,156,
222.364,192,
222.411,114,
222.457,165,
222.503,206,
222.549,160,
222.595,238,
222.641,147,
222.687,180,
