ReocrdTime: _20250426_110055
IntegrationTime: 200
DataLength: 7305
accumulateCount: 1
Wavelength,Data
195.889,21,
195.938,21,
195.987,49,
196.037,55,
196.086,14,
196.135,39,
196.184,29,
196.233,61,
196.283,57,
196.332,18,
196.381,49,
196.43,36,
196.479,59,
196.529,43,
196.578,40,
196.627,13,
196.676,43,
196.725,52,
196.774,45,
196.824,23,
196.873,23,
196.922,68,
196.971,31,
197.02,27,
197.069,15,
197.118,43,
197.168,16,
197.217,25,
197.266,21,
197.315,70,
197.364,52,
197.413,52,
197.462,13,
197.511,56,
197.56,68,
197.609,41,
197.658,50,
197.707,65,
197.756,59,
197.805,47,
197.854,48,
197.904,65,
197.953,70,
198.002,23,
198.051,16,
198.1,38,
198.149,74,
198.198,97,
198.247,75,
198.296,61,
198.345,65,
198.393,20,
198.442,77,
198.491,59,
198.54,40,
198.589,53,
198.638,64,
198.687,95,
198.736,117,
198.785,124,
198.834,108,
198.883,146,
198.932,174,
198.981,179,
199.03,145,
199.079,88,
199.127,63,
199.176,54,
199.225,59,
199.274,77,
199.323,43,
199.372,83,
199.421,63,
199.47,27,
199.518,65,
199.567,68,
199.616,70,
199.665,45,
199.714,27,
199.763,36,
199.811,44,
199.86,78,
199.909,61,
199.958,68,
200.007,63,
200.055,50,
200.104,54,
200.153,58,
200.202,61,
200.25,29,
200.299,63,
200.348,61,
200.397,42,
200.445,57,
200.494,43,
200.543,78,
200.592,31,
200.64,38,
200.689,45,
200.738,57,
200.787,40,
200.835,54,
200.884,9,
200.933,74,
200.981,54,
201.03,55,
201.079,40,
201.127,32,
201.176,80,
201.225,73,
201.273,68,
201.322,30,
201.371,66,
201.419,63,
201.468,63,
201.516,97,
201.565,68,
201.614,72,
201.662,25,
201.711,0,
201.759,32,
201.808,38,
201.857,55,
201.905,63,
201.954,81,
202.002,64,
202.051,84,
202.099,42,
202.148,32,
202.197,32,
202.245,58,
202.294,43,
202.342,88,
202.391,53,
202.439,83,
202.488,52,
202.536,99,
202.585,74,
202.633,77,
202.682,44,
202.73,52,
202.779,43,
202.827,76,
202.876,54,
202.924,48,
202.973,63,
203.021,34,
203.069,42,
203.118,64,
203.166,74,
203.215,78,
203.263,50,
203.312,50,
203.36,29,
203.408,63,
203.457,61,
203.505,70,
203.554,40,
203.602,34,
203.65,69,
203.699,68,
203.747,47,
203.795,103,
203.844,68,
203.892,36,
203.941,79,
203.989,94,
204.037,49,
204.086,109,
204.134,74,
204.182,65,
204.23,63,
204.279,86,
204.327,98,
204.375,73,
204.424,50,
204.472,42,
204.52,65,
204.569,81,
204.617,68,
204.665,83,
204.713,79,
204.762,61,
204.81,58,
204.858,97,
204.906,65,
204.955,75,
