ReocrdTime: _20250426_124207
IntegrationTime: 200
DataLength: 7305
accumulateCount: 1
Wavelength,Data
195.889,59,
195.938,59,
195.987,33,
196.037,21,
196.086,19,
196.135,23,
196.184,29,
196.233,74,
196.283,14,
196.332,12,
196.381,75,
196.43,29,
196.479,41,
196.529,35,
196.578,34,
196.627,4,
196.676,46,
196.725,50,
196.774,37,
196.824,41,
196.873,12,
196.922,19,
196.971,18,
197.02,43,
197.069,31,
197.118,23,
197.168,14,
197.217,13,
197.266,39,
197.315,50,
197.364,1,
197.413,3,
197.462,0,
197.511,38,
197.56,68,
197.609,45,
197.658,62,
197.707,49,
197.756,27,
197.805,63,
197.854,64,
197.904,24,
197.953,43,
198.002,25,
198.051,20,
198.1,24,
198.149,57,
198.198,66,
198.247,30,
198.296,36,
198.345,47,
198.393,36,
198.442,61,
198.491,47,
198.54,78,
198.589,34,
198.638,39,
198.687,68,
198.736,138,
198.785,50,
198.834,113,
198.883,106,
198.932,124,
198.981,143,
199.03,93,
199.079,66,
199.127,27,
199.176,41,
199.225,59,
199.274,65,
199.323,29,
199.372,49,
199.421,38,
199.47,27,
199.518,67,
199.567,66,
199.616,67,
199.665,43,
199.714,31,
199.763,65,
199.811,52,
199.86,71,
199.909,45,
199.958,29,
200.007,40,
200.055,50,
200.104,50,
200.153,68,
200.202,35,
200.25,0,
200.299,47,
200.348,28,
200.397,56,
200.445,57,
200.494,31,
200.543,50,
200.592,24,
200.64,36,
200.689,48,
200.738,61,
200.787,13,
200.835,27,
200.884,38,
200.933,56,
200.981,52,
201.03,61,
201.079,47,
201.127,66,
201.176,64,
201.225,73,
201.273,81,
201.322,25,
201.371,30,
201.419,40,
201.468,64,
201.516,40,
201.565,34,
201.614,99,
201.662,45,
201.711,18,
201.759,48,
201.808,9,
201.857,59,
201.905,56,
201.954,84,
202.002,39,
202.051,80,
202.099,68,
202.148,44,
202.197,57,
202.245,38,
202.294,70,
202.342,81,
202.391,70,
202.439,59,
202.488,37,
202.536,131,
202.585,79,
202.633,88,
202.682,64,
202.73,54,
202.779,14,
202.827,92,
202.876,50,
202.924,53,
202.973,68,
203.021,23,
203.069,58,
203.118,79,
203.166,74,
203.215,79,
203.263,53,
203.312,39,
203.36,63,
203.408,67,
203.457,79,
203.505,72,
203.554,47,
203.602,63,
203.65,36,
203.699,61,
203.747,67,
203.795,122,
203.844,30,
203.892,61,
203.941,90,
203.989,81,
204.037,70,
204.086,77,
204.134,29,
204.182,81,
204.23,57,
204.279,63,
204.327,77,
204.375,89,
204.424,46,
204.472,69,
204.52,65,
204.569,82,
204.617,70,
204.665,7,
204.713,61,
204.762,77,
204.81,58,
204.858,84,
204.906,108,
204.955,59,
205.003,52,
205.051,85,
205.099,113,
205.147,124,
205.196,72,
205.244,86,
205.292,56,
205.34,68,
205.388,84,
205.437,93,
205.485,75,
205.533,91,
205.581,81,
205.629,109,
205.677,113,
205.725,118,
205.774,82,
205.822,140,
205.87,94,
205.918,95,
205.966,123,
206.014,109,
206.062,74,
206.11,88,
206.158,103,
206.207,103,
206.255,122,
206.303,103,
206.351,106,
206.399,99,
206.447,141,
206.495,86,
206.543,134,
206.591,104,
206.639,43,
206.687,135,
206.735,97,
206.783,101,
206.831,86,
206.879,76,
206.927,68,
206.975,94,
207.023,128,
207.071,83,
207.119,90,
207.167,84,
207.215,97,
207.263,107,
207.311,124,
207.359,82,
207.407,112,
207.455,110,
207.503,101,
207.551,91,
207.599,124,
207.646,113,
207.694,66,
207.742,73,
207.79,117,
207.838,107,
207.886,129,
207.934,86,
207.982,65,
208.03,118,
208.077,135,
208.125,142,
208.173,84,
208.221,98,
208.269,85,
208.317,145,
208.365,100,
208.412,105,
208.46,109,
208.508,104,
208.556,86,
208.604,138,
208.651,144,
208.699,131,
208.747,95,
208.795,93,
208.843,104,
208.89,72,
208.938,165,
208.986,114,
209.034,43,
209.081,75,
209.129,100,
209.177,113,
209.225,133,
209.272,101,
209.32,111,
209.368,116,
209.415,72,
209.463,138,
209.511,135,
209.559,97,
209.606,118,
209.654,81,
209.702,102,
209.749,97,
209.797,89,
209.845,124,
209.892,59,
209.94,135,
209.988,120,
210.035,90,
210.083,88,
210.13,131,
210.178,136,
210.226,136,
210.273,122,
210.321,137,
210.368,95,
210.416,108,
210.464,108,
210.511,133,
210.559,144,
210.606,149,
210.654,126,
210.701,106,
210.749,68,
210.797,114,
210.844,153,
210.892,133,
210.939,88,
210.987,108,
211.034,117,
211.082,138,
211.129,115,
211.177,152,
211.224,146,
211.272,119,
211.319,111,
211.367,129,
211.414,165,
211.462,151,
211.509,124,
211.556,123,
211.604,137,
211.651,152,
211.699,134,
211.746,160,
211.794,156,
211.841,167,
211.889,166,
211.936,176,
211.983,185,
212.031,140,
212.078,133,
212.125,159,
212.173,214,
212.22,214,
212.268,230,
212.315,411,
212.362,615,
212.41,687,
212.457,793,
212.504,561,
212.552,404,
212.599,271,
212.646,219,
212.694,152,
212.741,215,
212.788,185,
212.836,217,
212.883,153,
212.93,194,
212.977,162,
213.025,200,
213.072,173,
213.119,135,
213.167,181,
213.214,161,
213.261,162,
213.308,187,
213.356,167,
213.403,171,
213.45,115,
213.497,147,
213.544,159,
213.592,158,
213.639,175,
213.686,192,
213.733,132,
213.78,142,
213.828,165,
213.875,180,
213.922,156,
213.969,197,
214.016,138,
214.063,172,
214.111,141,
214.158,150,
214.205,153,
214.252,156,
214.299,122,
214.346,177,
214.393,215,
214.44,238,
214.488,176,
214.535,154,
214.582,197,
214.629,208,
214.676,165,
214.723,171,
214.77,162,
214.817,149,
214.864,177,
214.911,192,
214.958,196,
215.005,185,
215.052,185,
215.099,163,
215.146,167,
215.193,185,
215.24,159,
215.287,194,
215.334,169,
215.381,156,
215.428,174,
215.475,197,
215.522,168,
215.569,168,
215.616,171,
215.663,181,
215.71,202,
215.757,194,
215.804,181,
215.851,143,
215.898,142,
215.945,221,
215.992,169,
216.039,229,
216.085,221,
216.132,162,
216.179,158,
216.226,157,
216.273,149,
216.32,224,
216.367,174,
216.414,186,
216.461,156,
216.507,180,
216.554,215,
216.601,208,
216.648,214,
216.695,193,
216.742,201,
216.788,199,
216.835,149,
216.882,175,
216.929,160,
216.976,160,
217.022,153,
217.069,189,
217.116,190,
217.163,184,
217.209,167,
217.256,197,
217.303,228,
217.35,193,
217.396,242,
217.443,228,
217.49,192,
217.537,197,
217.583,264,
217.63,219,
217.677,180,
217.724,163,
217.77,197,
217.817,221,
217.864,207,
217.91,220,
217.957,199,
218.004,183,
218.05,188,
218.097,186,
218.144,133,
218.19,201,
218.237,192,
218.283,185,
218.33,208,
218.377,185,
218.423,210,
218.47,183,
218.517,172,
218.563,203,
218.61,224,
218.656,231,
218.703,184,
218.75,219,
218.796,243,
218.843,211,
218.889,269,
218.936,220,
218.982,171,
219.029,224,
219.075,226,
219.122,165,
