ReocrdTime: _20250426_131707
IntegrationTime: 200
DataLength: 7305
accumulateCount: 1
Wavelength,Data
195.889,19,
195.938,19,
195.987,15,
196.037,10,
196.086,14,
196.135,43,
196.184,38,
196.233,49,
196.283,21,
196.332,43,
196.381,61,
196.43,25,
196.479,41,
196.529,46,
196.578,9,
196.627,8,
196.676,68,
196.725,34,
196.774,48,
196.824,10,
196.873,25,
196.922,45,
196.971,18,
197.02,27,
197.069,25,
197.118,41,
197.168,-6,
197.217,8,
197.266,21,
197.315,52,
197.364,19,
197.413,26,
197.462,0,
197.511,54,
197.56,62,
197.609,37,
197.658,55,
197.707,24,
197.756,27,
197.805,52,
197.854,64,
197.904,36,
197.953,59,
198.002,10,
198.051,23,
198.1,45,
198.149,52,
198.198,52,
198.247,39,
198.296,38,
198.345,38,
198.393,14,
198.442,97,
198.491,45,
198.54,58,
198.589,21,
198.638,52,
198.687,85,
198.736,111,
198.785,77,
198.834,145,
198.883,113,
198.932,124,
198.981,122,
199.03,98,
199.079,66,
199.127,38,
199.176,38,
199.225,55,
199.274,59,
199.323,25,
199.372,68,
199.421,47,
199.47,18,
199.518,54,
199.567,57,
199.616,60,
199.665,38,
199.714,17,
199.763,76,
199.811,67,
199.86,53,
199.909,32,
199.958,38,
200.007,18,
200.055,61,
200.104,50,
200.153,40,
200.202,56,
200.25,22,
200.299,47,
200.348,57,
200.397,31,
200.445,56,
200.494,26,
200.543,46,
200.592,13,
200.64,42,
200.689,52,
200.738,47,
200.787,31,
200.835,13,
200.884,29,
200.933,61,
200.981,47,
201.03,39,
201.079,54,
201.127,46,
201.176,64,
201.225,69,
201.273,56,
201.322,25,
201.371,30,
201.419,41,
201.468,75,
201.516,56,
201.565,47,
201.614,43,
201.662,23,
201.711,27,
201.759,27,
201.808,11,
201.857,80,
201.905,52,
201.954,97,
202.002,61,
202.051,59,
202.099,52,
202.148,39,
202.197,38,
202.245,33,
202.294,43,
202.342,67,
202.391,55,
202.439,77,
202.488,41,
202.536,56,
202.585,70,
202.633,73,
202.682,64,
202.73,58,
202.779,50,
202.827,50,
202.876,64,
202.924,53,
202.973,68,
203.021,50,
203.069,36,
203.118,41,
203.166,75,
203.215,81,
203.263,75,
203.312,46,
203.36,51,
203.408,67,
203.457,40,
203.505,74,
203.554,7,
203.602,31,
203.65,24,
203.699,57,
203.747,50,
203.795,79,
203.844,45,
203.892,63,
203.941,74,
203.989,108,
204.037,72,
204.086,100,
204.134,79,
204.182,65,
204.23,55,
204.279,79,
204.327,34,
204.375,63,
204.424,48,
204.472,49,
204.52,108,
204.569,90,
204.617,74,
204.665,65,
204.713,68,
204.762,59,
204.81,52,
204.858,110,
204.906,92,
204.955,48,
205.003,52,
205.051,72,
205.099,73,
205.147,99,
205.196,77,
205.244,88,
205.292,54,
205.34,90,
205.388,93,
205.437,96,
205.485,72,
205.533,57,
205.581,45,
205.629,62,
205.677,113,
205.725,90,
205.774,86,
205.822,126,
205.87,108,
205.918,101,
205.966,127,
206.014,95,
206.062,75,
206.11,82,
206.158,117,
206.207,103,
206.255,110,
206.303,119,
206.351,108,
206.399,97,
206.447,111,
206.495,75,
206.543,109,
206.591,93,
206.639,54,
206.687,79,
206.735,85,
206.783,104,
206.831,79,
206.879,76,
206.927,52,
206.975,90,
207.023,108,
207.071,88,
207.119,99,
207.167,97,
207.215,97,
207.263,122,
207.311,142,
207.359,84,
207.407,129,
207.455,111,
207.503,88,
207.551,87,
207.599,119,
207.646,91,
207.694,86,
207.742,63,
207.79,94,
207.838,120,
207.886,107,
207.934,110,
207.982,76,
208.03,102,
208.077,104,
208.125,118,
208.173,104,
208.221,98,
208.269,86,
208.317,114,
208.365,87,
208.412,126,
208.46,88,
208.508,102,
208.556,91,
208.604,111,
208.651,83,
208.699,129,
208.747,108,
208.795,84,
208.843,95,
208.89,106,
208.938,129,
208.986,113,
209.034,84,
209.081,79,
209.129,99,
209.177,98,
209.225,106,
209.272,102,
209.32,117,
209.368,104,
209.415,86,
209.463,106,
209.511,126,
209.559,129,
209.606,129,
209.654,117,
209.702,106,
209.749,115,
209.797,104,
209.845,115,
209.892,93,
209.94,83,
209.988,142,
210.035,107,
210.083,110,
210.13,117,
210.178,138,
210.226,126,
210.273,117,
210.321,137,
210.368,90,
210.416,124,
210.464,115,
210.511,85,
210.559,131,
210.606,127,
210.654,127,
210.701,108,
210.749,113,
210.797,113,
210.844,122,
210.892,111,
210.939,124,
210.987,131,
211.034,95,
211.082,128,
211.129,111,
211.177,143,
211.224,144,
211.272,117,
211.319,102,
211.367,106,
211.414,152,
211.462,185,
211.509,115,
211.556,139,
211.604,131,
211.651,107,
211.699,168,
211.746,129,
211.794,149,
211.841,214,
211.889,166,
211.936,148,
211.983,140,
212.031,106,
212.078,147,
212.125,149,
212.173,191,
212.22,205,
212.268,237,
212.315,418,
212.362,681,
212.41,839,
212.457,839,
212.504,545,
212.552,391,
212.599,269,
212.646,235,
212.694,150,
212.741,210,
212.788,158,
212.836,178,
212.883,199,
212.93,182,
212.977,128,
213.025,209,
213.072,133,
213.119,158,
213.167,183,
213.214,165,
213.261,147,
213.308,176,
213.356,185,
213.403,160,
213.45,156,
213.497,179,
213.544,141,
213.592,153,
213.639,159,
213.686,190,
213.733,161,
213.78,138,
213.828,151,
213.875,172,
213.922,156,
213.969,147,
214.016,152,
214.063,147,
214.111,156,
214.158,161,
214.205,153,
214.252,181,
214.299,110,
214.346,175,
214.393,199,
214.44,220,
214.488,154,
214.535,179,
214.582,195,
214.629,149,
214.676,158,
214.723,164,
214.77,214,
214.817,160,
214.864,188,
214.911,151,
214.958,185,
215.005,233,
215.052,178,
215.099,156,
215.146,140,
215.193,196,
215.24,174,
215.287,192,
215.334,200,
215.381,177,
215.428,163,
215.475,206,
215.522,163,
215.569,192,
215.616,146,
215.663,185,
215.71,138,
215.757,176,
215.804,176,
215.851,165,
215.898,176,
215.945,194,
215.992,185,
216.039,219,
216.085,194,
216.132,158,
216.179,138,
216.226,165,
216.273,171,
216.32,201,
216.367,181,
216.414,197,
216.461,193,
216.507,176,
216.554,184,
216.601,190,
216.648,223,
216.695,233,
216.742,239,
216.788,226,
216.835,158,
216.882,152,
216.929,203,
216.976,165,
217.022,160,
217.069,207,
217.116,201,
217.163,191,
217.209,194,
217.256,201,
217.303,219,
217.35,199,
217.396,256,
217.443,228,
217.49,238,
217.537,218,
217.583,248,
217.63,193,
217.677,181,
217.724,156,
217.77,206,
217.817,221,
217.864,219,
217.91,183,
217.957,181,
218.004,242,
218.05,199,
218.097,174,
218.144,151,
218.19,193,
218.237,208,
218.283,214,
218.33,242,
218.377,207,
218.423,208,
218.47,183,
218.517,204,
218.563,240,
218.61,224,
218.656,220,
218.703,193,
218.75,192,
218.796,259,
218.843,258,
218.889,278,
218.936,220,
218.982,180,
219.029,190,
219.075,245,
219.122,210,
219.168,234,
219.215,253,
219.261,253,
219.308,208,
219.354,247,
219.401,233,
219.447,263,
219.494,153,
219.54,165,
219.587,229,
219.633,235,
219.68,194,
219.726,199,
219.773,217,
219.819,190,
219.866,278,
219.912,246,
219.958,238,
220.005,242,
220.051,266,
220.098,229,
220.144,273,
220.19,242,
220.237,267,
220.283,235,
220.33,212,
220.376,243,
220.422,258,
220.469,314,
220.515,292,
220.561,280,
220.608,285,
220.654,287,
220.7,272,
220.747,400,
220.793,552,
220.839,586,
220.886,525,
220.932,398,
220.978,522,
221.025,621,
221.071,841,
221.117,933,
221.163,1040,
221.21,775,
221.256,581,
221.302,417,
221.348,341,
221.395,292,
221.441,303,
221.487,287,
221.533,323,
221.58,368,
221.626,618,
221.672,1064,
221.718,1024,
221.764,879,
221.811,780,
221.857,633,
221.903,439,
221.949,342,
221.995,355,
222.041,276,
222.088,291,
222.134,223,
222.18,282,
222.226,211,
222.272,255,
222.318,244,
222.364,203,
222.411,186,
222.457,235,
222.503,287,
222.549,242,
222.595,319,
222.641,211,
222.687,298,
222.733,272,
222.779,249,
222.825,203,
222.871,258,
222.917,285,
222.963,278,
223.009,253,
223.055,276,
223.102,289,
223.148,222,
223.194,270,
223.24,234,
223.286,222,
223.332,219,
223.378,272,
223.424,230,
223.469,276,
223.515,239,
223.561,242,
223.607,252,
223.653,185,
223.699,258,
223.745,276,
223.791,221,
223.837,280,
223.883,188,
223.929,248,
223.975,200,
224.021,232,
224.067,183,
224.113,280,
224.158,208,
224.204,256,
224.25,289,
224.296,230,
224.342,325,
224.388,249,
224.434,210,
224.48,216,
224.525,206,
224.571,253,
224.617,266,
224.663,236,
224.709,256,
224.754,224,
224.8,237,
224.846,194,
224.892,282,
224.938,249,
224.983,269,
225.029,221,
225.075,215,
225.121,300,
225.167,217,
225.212,206,
225.258,235,
225.304,237,
225.35,268,
225.395,222,
225.441,249,
225.487,301,
225.532,217,
225.578,196,
225.624,238,
225.67,283,
225.715,251,
225.761,242,
225.807,288,
225.852,257,
225.898,287,
225.944,269,
225.989,272,
226.035,318,
226.08,240,
226.126,355,
226.172,275,
226.217,316,
226.263,384,
226.309,439,
226.354,499,
226.4,504,
226.445,459,
226.491,422,
226.537,326,
226.582,350,
226.628,263,
226.673,311,
226.719,318,
226.764,319,
226.81,425,
226.855,432,
226.901,669,
226.947,721,
226.992,678,
227.038,557,
227.083,391,
227.129,335,
227.174,339,
227.22,258,
227.265,284,
227.311,290,
227.356,294,
227.402,280,
227.447,256,
227.492,331,
227.538,260,
227.583,296,
227.629,303,
227.674,303,
227.72,260,
227.765,269,
227.81,323,
227.856,287,
227.901,270,
227.947,269,
227.992,212,
228.037,268,
228.083,289,
228.128,287,
228.174,276,
228.219,276,
228.264,244,
228.31,209,
228.355,242,
228.4,307,
228.446,263,
228.491,224,
228.536,269,
228.582,312,
228.627,312,
228.672,231,
228.717,310,
228.763,242,
228.808,256,
228.853,292,
228.899,281,
228.944,337,
228.989,282,
229.034,261,
229.08,302,
229.125,327,
229.17,296,
229.215,293,
229.261,290,
229.306,328,
229.351,295,
229.396,325,
229.441,309,
229.487,370,
229.532,382,
229.577,452,
229.622,436,
229.667,489,
229.712,450,
229.758,438,
229.803,389,
229.848,396,
229.893,332,
229.938,373,
229.983,327,
230.028,293,
230.074,303,
230.119,319,
230.164,269,
230.209,291,
230.254,314,
230.299,328,
230.344,288,
230.389,369,
230.434,316,
230.479,296,
230.524,302,
230.569,228,
230.614,351,
230.66,314,
230.705,296,
230.75,319,
230.795,267,
230.84,337,
230.885,310,
230.93,283,
230.975,296,
231.02,273,
231.065,261,
231.11,323,
231.155,248,
231.199,346,
231.244,303,
231.289,235,
231.334,383,
231.379,314,
231.424,357,
231.469,323,
231.514,284,
231.559,230,
231.604,294,
231.649,235,
231.694,308,
231.739,287,
231.783,263,
231.828,287,
231.873,298,
231.918,330,
231.963,330,
232.008,332,
232.053,269,
232.098,298,
232.142,319,
232.187,269,
232.232,357,
232.277,326,
232.322,258,
232.366,275,
232.411,283,
232.456,298,
232.501,335,
232.546,289,
232.59,265,
232.635,316,
232.68,282,
232.725,340,
232.769,373,
232.814,282,
232.859,275,
232.904,274,
232.948,258,
232.993,303,
233.038,289,
233.083,325,
