ReocrdTime: _20250426_104144
IntegrationTime: 200
DataLength: 7305
accumulateCount: 1
Wavelength,Data
195.889,32,
195.938,32,
195.987,61,
196.037,32,
196.086,30,
196.135,46,
196.184,36,
196.233,49,
196.283,28,
196.332,5,
196.381,41,
196.43,45,
196.479,49,
196.529,44,
196.578,27,
196.627,2,
196.676,48,
196.725,57,
196.774,39,
196.824,28,
196.873,-9,
196.922,71,
196.971,34,
197.02,40,
197.069,38,
197.118,34,
197.168,25,
197.217,29,
197.266,34,
197.315,44,
197.364,14,
197.413,23,
197.462,-11,
197.511,41,
197.56,48,
197.609,48,
197.658,32,
197.707,29,
197.756,32,
197.805,20,
197.854,41,
197.904,20,
197.953,18,
198.002,19,
198.051,34,
198.1,49,
198.149,56,
198.198,68,
198.247,20,
198.296,7,
198.345,49,
198.393,11,
198.442,47,
198.491,27,
198.54,35,
198.589,-4,
198.638,34,
198.687,52,
198.736,75,
198.785,32,
198.834,39,
198.883,29,
198.932,56,
198.981,71,
199.03,54,
199.079,49,
199.127,29,
199.176,40,
199.225,37,
199.274,47,
199.323,21,
199.372,43,
199.421,32,
199.47,21,
199.518,63,
199.567,48,
199.616,49,
199.665,31,
199.714,31,
199.763,51,
199.811,40,
199.86,96,
199.909,32,
199.958,43,
200.007,22,
200.055,62,
200.104,59,
200.153,51,
200.202,36,
200.25,17,
200.299,45,
200.348,45,
200.397,51,
200.445,59,
200.494,20,
200.543,57,
200.592,8,
200.64,31,
200.689,38,
200.738,52,
200.787,49,
200.835,29,
200.884,33,
200.933,76,
200.981,32,
201.03,36,
201.079,17,
201.127,43,
201.176,68,
201.225,75,
201.273,66,
201.322,18,
201.371,14,
201.419,99,
201.468,46,
201.516,63,
201.565,25,
201.614,63,
201.662,37,
201.711,18,
201.759,36,
201.808,14,
201.857,46,
201.905,43,
201.954,75,
202.002,88,
202.051,53,
202.099,52,
202.148,34,
202.197,56,
202.245,47,
202.294,45,
202.342,72,
202.391,53,
202.439,68,
202.488,36,
202.536,110,
202.585,74,
202.633,82,
202.682,44,
202.73,52,
202.779,53,
202.827,72,
202.876,71,
202.924,55,
202.973,77,
203.021,52,
203.069,38,
203.118,63,
203.166,81,
203.215,70,
203.263,48,
203.312,57,
203.36,67,
203.408,84,
203.457,50,
203.505,56,
203.554,-2,
203.602,40,
203.65,56,
203.699,57,
203.747,74,
203.795,78,
203.844,41,
203.892,70,
203.941,108,
203.989,60,
204.037,72,
204.086,75,
204.134,54,
204.182,56,
204.23,54,
204.279,68,
204.327,64,
204.375,43,
204.424,54,
204.472,60,
204.52,69,
204.569,63,
204.617,49,
204.665,18,
204.713,85,
204.762,72,
204.81,45,
204.858,77,
204.906,60,
204.955,71,
205.003,65,
205.051,76,
205.099,82,
205.147,65,
205.196,56,
205.244,66,
205.292,77,
205.34,84,
205.388,75,
205.437,75,
205.485,56,
205.533,96,
205.581,83,
205.629,57,
205.677,110,
205.725,63,
205.774,41,
205.822,101,
205.87,70,
205.918,90,
205.966,102,
206.014,82,
206.062,79,
206.11,108,
206.158,104,
206.207,81,
206.255,63,
206.303,90,
206.351,61,
206.399,65,
206.447,127,
206.495,79,
206.543,95,
206.591,70,
206.639,64,
206.687,104,
206.735,101,
206.783,74,
206.831,88,
206.879,79,
206.927,77,
206.975,106,
207.023,103,
207.071,67,
207.119,56,
207.167,115,
207.215,79,
207.263,100,
207.311,106,
207.359,84,
207.407,81,
207.455,90,
207.503,93,
207.551,98,
207.599,72,
207.646,81,
207.694,89,
207.742,61,
207.79,90,
207.838,81,
207.886,124,
207.934,72,
207.982,58,
208.03,84,
208.077,117,
208.125,97,
208.173,90,
208.221,93,
208.269,59,
208.317,113,
208.365,127,
208.412,106,
208.46,81,
208.508,75,
208.556,95,
208.604,123,
208.651,90,
208.699,115,
208.747,90,
208.795,82,
208.843,94,
208.89,122,
208.938,118,
208.986,86,
209.034,66,
209.081,77,
209.129,88,
209.177,127,
209.225,147,
209.272,101,
209.32,79,
209.368,106,
209.415,57,
209.463,172,
209.511,104,
209.559,107,
209.606,109,
209.654,101,
209.702,122,
209.749,126,
209.797,109,
209.845,131,
209.892,92,
209.94,110,
209.988,131,
210.035,93,
210.083,83,
210.13,111,
210.178,128,
210.226,120,
210.273,126,
210.321,115,
210.368,50,
210.416,86,
210.464,102,
210.511,135,
210.559,131,
210.606,124,
210.654,109,
210.701,65,
210.749,104,
210.797,150,
210.844,131,
210.892,127,
210.939,102,
210.987,103,
211.034,131,
211.082,144,
211.129,113,
211.177,115,
211.224,130,
211.272,122,
211.319,124,
211.367,122,
211.414,149,
211.462,160,
211.509,138,
211.556,148,
211.604,160,
211.651,166,
211.699,125,
211.746,122,
211.794,145,
211.841,171,
211.889,147,
211.936,128,
211.983,104,
212.031,111,
212.078,128,
212.125,179,
212.173,148,
212.22,138,
212.268,126,
212.315,156,
212.362,156,
212.41,199,
212.457,177,
212.504,159,
212.552,154,
212.599,150,
212.646,134,
212.694,120,
212.741,140,
212.788,138,
212.836,149,
212.883,122,
212.93,153,
212.977,126,
213.025,167,
213.072,103,
213.119,135,
213.167,162,
213.214,154,
213.261,153,
213.308,192,
213.356,182,
213.403,147,
213.45,145,
213.497,147,
213.544,120,
213.592,140,
213.639,159,
213.686,154,
213.733,140,
213.78,102,
213.828,127,
213.875,135,
213.922,156,
213.969,186,
214.016,147,
214.063,140,
