ReocrdTime: _20250426_104150
IntegrationTime: 200
DataLength: 7305
accumulateCount: 1
Wavelength,Data
195.889,23,
195.938,23,
195.987,25,
196.037,32,
196.086,34,
196.135,25,
196.184,29,
196.233,58,
196.283,-9,
196.332,9,
196.381,102,
196.43,25,
196.479,50,
196.529,41,
196.578,25,
196.627,18,
196.676,52,
196.725,23,
196.774,50,
196.824,28,
196.873,-15,
196.922,57,
196.971,41,
197.02,38,
197.069,-7,
197.118,14,
197.168,25,
197.217,38,
197.266,18,
197.315,73,
197.364,9,
197.413,30,
197.462,25,
197.511,61,
197.56,77,
197.609,43,
197.658,28,
197.707,27,
197.756,46,
197.805,52,
197.854,48,
197.904,42,
197.953,65,
198.002,28,
198.051,38,
198.1,42,
198.149,56,
198.198,52,
198.247,46,
198.296,38,
198.345,81,
198.393,45,
198.442,43,
198.491,70,
198.54,60,
198.589,10,
198.638,50,
198.687,101,
198.736,104,
198.785,77,
198.834,102,
198.883,96,
198.932,144,
198.981,111,
199.03,68,
199.079,79,
199.127,59,
199.176,50,
199.225,54,
199.274,70,
199.323,30,
199.372,34,
199.421,40,
199.47,21,
199.518,76,
199.567,50,
199.616,88,
199.665,38,
199.714,33,
199.763,65,
199.811,56,
199.86,77,
199.909,56,
199.958,22,
200.007,29,
200.055,66,
200.104,56,
200.153,63,
200.202,36,
200.25,2,
200.299,34,
200.348,28,
200.397,63,
200.445,57,
200.494,26,
200.543,71,
200.592,18,
200.64,51,
200.689,65,
200.738,48,
200.787,34,
200.835,32,
200.884,24,
200.933,76,
200.981,41,
201.03,46,
201.079,49,
201.127,66,
201.176,75,
201.225,68,
201.273,59,
201.322,5,
201.371,23,
201.419,81,
201.468,64,
201.516,70,
201.565,43,
201.614,65,
201.662,45,
201.711,40,
201.759,59,
201.808,32,
201.857,50,
201.905,60,
201.954,83,
202.002,88,
202.051,84,
202.099,52,
202.148,35,
202.197,38,
202.245,61,
202.294,75,
202.342,81,
202.391,68,
202.439,153,
202.488,116,
202.536,115,
202.585,94,
202.633,93,
202.682,96,
202.73,29,
202.779,50,
202.827,83,
202.876,57,
202.924,52,
202.973,68,
203.021,25,
203.069,43,
203.118,79,
203.166,79,
203.215,79,
203.263,52,
203.312,46,
203.36,56,
203.408,75,
203.457,54,
203.505,45,
203.554,47,
203.602,33,
203.65,58,
203.699,70,
203.747,67,
203.795,88,
203.844,36,
203.892,70,
203.941,85,
203.989,92,
204.037,92,
204.086,72,
204.134,58,
204.182,49,
204.23,86,
204.279,57,
204.327,86,
204.375,64,
204.424,39,
204.472,81,
204.52,106,
204.569,48,
204.617,76,
204.665,20,
204.713,77,
204.762,83,
204.81,63,
204.858,92,
204.906,72,
204.955,46,
205.003,52,
205.051,70,
205.099,102,
205.147,106,
205.196,41,
205.244,82,
205.292,70,
205.34,86,
205.388,118,
205.437,104,
205.485,81,
205.533,87,
205.581,68,
205.629,77,
205.677,137,
205.725,124,
205.774,77,
205.822,153,
205.87,101,
