ReocrdTime: _20250426_111235
IntegrationTime: 200
DataLength: 7305
accumulateCount: 1
Wavelength,Data
195.889,19,
195.938,19,
195.987,22,
196.037,34,
196.086,34,
196.135,53,
196.184,25,
196.233,51,
196.283,9,
196.332,12,
196.381,63,
196.43,25,
196.479,52,
196.529,1,
196.578,31,
196.627,22,
196.676,28,
196.725,41,
196.774,18,
196.824,10,
196.873,-2,
196.922,43,
196.971,36,
197.02,51,
197.069,13,
197.118,10,
197.168,0,
197.217,24,
197.266,36,
197.315,50,
197.364,-17,
197.413,17,
197.462,-3,
197.511,34,
197.56,50,
197.609,34,
197.658,27,
197.707,38,
197.756,52,
197.805,59,
197.854,43,
197.904,11,
197.953,36,
198.002,14,
198.051,20,
198.1,60,
198.149,56,
198.198,75,
198.247,45,
198.296,33,
198.345,49,
198.393,20,
198.442,54,
198.491,31,
198.54,44,
198.589,28,
198.638,63,
198.687,56,
198.736,56,
198.785,29,
198.834,86,
198.883,67,
198.932,68,
198.981,79,
199.03,52,
199.079,57,
199.127,23,
199.176,36,
199.225,55,
199.274,47,
199.323,37,
199.372,45,
199.421,43,
199.47,28,
199.518,69,
199.567,37,
199.616,52,
199.665,47,
199.714,18,
199.763,51,
199.811,36,
199.86,70,
199.909,48,
199.958,27,
200.007,40,
200.055,73,
200.104,41,
200.153,33,
200.202,22,
200.25,18,
200.299,63,
200.348,70,
200.397,24,
200.445,41,
200.494,33,
200.543,30,
200.592,33,
200.64,25,
200.689,47,
200.738,52,
200.787,15,
200.835,16,
200.884,40,
200.933,63,
200.981,23,
201.03,32,
201.079,31,
201.127,57,
201.176,73,
201.225,48,
201.273,48,
201.322,27,
201.371,45,
201.419,40,
201.468,16,
201.516,56,
201.565,2,
201.614,49,
201.662,55,
201.711,38,
201.759,36,
201.808,-9,
201.857,57,
201.905,56,
201.954,100,
202.002,59,
202.051,59,
202.099,58,
202.148,46,
202.197,36,
202.245,50,
202.294,56,
202.342,67,
202.391,27,
202.439,59,
202.488,52,
202.536,126,
202.585,88,
202.633,77,
202.682,23,
202.73,45,
202.779,41,
202.827,70,
202.876,57,
202.924,48,
202.973,43,
203.021,18,
203.069,40,
203.118,104,
203.166,74,
203.215,58,
203.263,32,
203.312,54,
203.36,47,
203.408,67,
203.457,31,
203.505,61,
203.554,4,
203.602,36,
203.65,22,
203.699,74,
203.747,38,
203.795,69,
203.844,25,
203.892,45,
203.941,76,
203.989,90,
204.037,56,
204.086,77,
204.134,29,
204.182,49,
204.23,45,
204.279,68,
204.327,43,
204.375,72,
204.424,75,
204.472,52,
204.52,74,
204.569,41,
204.617,52,
204.665,54,
204.713,52,
204.762,102,
204.81,67,
204.858,106,
204.906,54,
204.955,88,
205.003,54,
205.051,63,
205.099,77,
205.147,99,
205.196,74,
205.244,52,
205.292,36,
205.34,63,
205.388,80,
205.437,86,
205.485,61,
205.533,84,
205.581,68,
205.629,79,
205.677,83,
205.725,81,
205.774,106,
205.822,92,
205.87,106,
205.918,92,
205.966,79,
206.014,82,
206.062,59,
206.11,77,
206.158,103,
206.207,94,
206.255,77,
206.303,97,
206.351,83,
206.399,58,
206.447,113,
206.495,111,
206.543,84,
206.591,73,
206.639,61,
206.687,92,
206.735,60,
206.783,63,
206.831,74,
206.879,79,
206.927,104,
206.975,103,
207.023,108,
207.071,69,
207.119,76,
207.167,68,
207.215,120,
207.263,113,
207.311,94,
207.359,77,
207.407,124,
207.455,92,
207.503,108,
207.551,80,
207.599,81,
207.646,95,
207.694,86,
207.742,57,
207.79,99,
207.838,88,
207.886,116,
207.934,70,
207.982,53,
208.03,77,
208.077,95,
208.125,106,
208.173,90,
208.221,89,
208.269,103,
208.317,127,
208.365,113,
208.412,96,
208.46,100,
208.508,148,
208.556,102,
208.604,143,
208.651,99,
208.699,85,
208.747,88,
208.795,80,
208.843,94,
208.89,95,
208.938,125,
208.986,87,
209.034,52,
209.081,95,
209.129,124,
209.177,118,
209.225,137,
209.272,115,
209.32,93,
209.368,107,
209.415,82,
209.463,145,
209.511,108,
209.559,100,
209.606,104,
209.654,92,
209.702,134,
209.749,86,
209.797,113,
209.845,93,
209.892,111,
209.94,119,
209.988,124,
210.035,79,
210.083,85,
210.13,138,
210.178,154,
210.226,133,
210.273,115,
210.321,110,
210.368,66,
210.416,93,
210.464,81,
210.511,137,
210.559,162,
210.606,174,
210.654,97,
210.701,110,
210.749,129,
210.797,122,
210.844,148,
210.892,117,
210.939,97,
210.987,106,
211.034,110,
211.082,138,
211.129,102,
211.177,142,
211.224,133,
211.272,120,
211.319,104,
211.367,154,
211.414,147,
211.462,126,
211.509,115,
211.556,111,
211.604,151,
211.651,150,
211.699,156,
211.746,120,
211.794,129,
211.841,163,
211.889,175,
211.936,139,
211.983,131,
212.031,124,
212.078,181,
212.125,183,
212.173,187,
212.22,171,
212.268,189,
212.315,303,
212.362,443,
212.41,570,
212.457,667,
212.504,432,
212.552,323,
212.599,208,
212.646,183,
212.694,179,
212.741,175,
212.788,146,
212.836,192,
212.883,133,
212.93,144,
212.977,119,
213.025,198,
213.072,140,
213.119,173,
213.167,215,
213.214,174,
213.261,140,
213.308,174,
213.356,151,
213.403,174,
213.45,156,
213.497,172,
213.544,156,
213.592,147,
213.639,186,
213.686,165,
213.733,165,
213.78,160,
213.828,152,
213.875,185,
213.922,154,
213.969,165,
214.016,134,
214.063,135,
214.111,145,
214.158,147,
214.205,155,
214.252,127,
214.299,128,
214.346,166,
214.393,188,
214.44,213,
214.488,160,
214.535,147,
214.582,190,
214.629,180,
214.676,156,
214.723,164,
214.77,174,
214.817,158,
214.864,190,
214.911,174,
214.958,185,
215.005,172,
215.052,194,
215.099,153,
215.146,192,
215.193,156,
215.24,188,
215.287,194,
215.334,207,
215.381,161,
215.428,140,
215.475,145,
215.522,150,
215.569,154,
215.616,131,
215.663,194,
215.71,190,
215.757,129,
215.804,169,
215.851,163,
215.898,170,
215.945,192,
215.992,167,
216.039,195,
216.085,176,
216.132,158,
216.179,158,
216.226,190,
216.273,139,
216.32,201,
216.367,185,
216.414,156,
216.461,195,
216.507,190,
216.554,184,
216.601,190,
216.648,296,
216.695,210,
216.742,260,
216.788,253,
216.835,190,
216.882,159,
216.929,219,
216.976,219,
217.022,190,
217.069,217,
217.116,183,
217.163,197,
217.209,190,
217.256,235,
217.303,228,
217.35,242,
217.396,274,
217.443,235,
217.49,285,
217.537,226,
217.583,266,
217.63,152,
217.677,192,
217.724,170,
217.77,221,
217.817,240,
217.864,235,
217.91,179,
217.957,192,
218.004,213,
218.05,186,
218.097,181,
218.144,147,
218.19,183,
218.237,158,
218.283,185,
218.33,214,
218.377,176,
218.423,183,
218.47,161,
218.517,175,
218.563,214,
218.61,211,
218.656,215,
218.703,222,
218.75,225,
218.796,226,
218.843,240,
218.889,223,
218.936,188,
218.982,192,
219.029,176,
219.075,224,
219.122,217,
219.168,222,
219.215,211,
219.261,242,
219.308,211,
219.354,192,
219.401,253,
219.447,204,
219.494,160,
219.54,151,
219.587,188,
219.633,224,
219.68,203,
219.726,163,
219.773,215,
219.819,161,
219.866,267,
219.912,208,
219.958,202,
220.005,251,
220.051,233,
220.098,193,
220.144,215,
220.19,237,
220.237,251,
220.283,213,
220.33,226,
220.376,259,
220.422,276,
220.469,427,
220.515,358,
220.561,373,
220.608,283,
220.654,278,
220.7,251,
220.747,364,
220.793,426,
220.839,502,
220.886,498,
220.932,481,
220.978,585,
221.025,700,
221.071,785,
221.117,764,
221.163,879,
221.21,691,
221.256,611,
221.302,396,
221.348,291,
221.395,251,
221.441,262,
221.487,221,
221.533,266,
221.58,278,
221.626,423,
221.672,621,
221.718,829,
221.764,745,
221.811,642,
221.857,570,
221.903,427,
221.949,312,
221.995,282,
222.041,255,
222.088,280,
222.134,210,
222.18,190,
222.226,201,
222.272,240,
222.318,221,
222.364,185,
222.411,125,
222.457,155,
222.503,299,
222.549,185,
222.595,263,
222.641,192,
222.687,228,
222.733,190,
222.779,209,
222.825,224,
222.871,242,
222.917,251,
222.963,221,
223.009,209,
223.055,210,
223.102,262,
223.148,235,
223.194,245,
223.24,223,
223.286,224,
223.332,215,
223.378,287,
223.424,214,
223.469,226,
223.515,221,
223.561,220,
223.607,189,
223.653,189,
223.699,258,
223.745,217,
223.791,198,
223.837,254,
223.883,183,
223.929,228,
223.975,185,
224.021,183,
224.067,138,
224.113,260,
224.158,221,
224.204,206,
224.25,256,
224.296,165,
224.342,240,
224.388,236,
224.434,196,
224.48,208,
224.525,180,
224.571,251,
224.617,209,
224.663,253,
224.709,228,
224.754,201,
224.8,219,
224.846,198,
224.892,237,
224.938,224,
224.983,198,
225.029,169,
225.075,179,
225.121,273,
225.167,187,
225.212,176,
225.258,205,
225.304,219,
225.35,224,
225.395,205,
225.441,217,
225.487,232,
225.532,215,
225.578,203,
225.624,227,
225.67,233,
225.715,240,
225.761,239,
225.807,245,
225.852,226,
225.898,273,
225.944,258,
225.989,281,
226.035,332,
226.08,230,
226.126,308,
226.172,278,
226.217,281,
226.263,346,
226.309,477,
226.354,583,
226.4,735,
226.445,685,
226.491,463,
226.537,351,
226.582,337,
226.628,271,
226.673,269,
226.719,325,
226.764,301,
226.81,391,
226.855,560,
226.901,817,
226.947,1046,
226.992,1121,
227.038,661,
227.083,497,
227.129,333,
227.174,310,
227.22,269,
227.265,292,
227.311,294,
227.356,280,
227.402,273,
227.447,219,
227.492,272,
227.538,237,
227.583,290,
227.629,260,
227.674,265,
227.72,287,
227.765,254,
227.81,275,
227.856,219,
227.901,233,
227.947,234,
227.992,208,
228.037,268,
228.083,300,
228.128,295,
228.174,242,
228.219,290,
228.264,245,
228.31,227,
228.355,247,
228.4,289,
228.446,229,
228.491,274,
228.536,275,
228.582,283,
228.627,244,
228.672,201,
228.717,243,
228.763,231,
228.808,276,
228.853,226,
228.899,260,
228.944,325,
228.989,237,
229.034,265,
229.08,300,
229.125,296,
229.17,276,
229.215,230,
229.261,267,
229.306,251,
229.351,250,
229.396,282,
229.441,249,
229.487,286,
229.532,263,
229.577,291,
229.622,287,
229.667,301,
229.712,278,
229.758,337,
229.803,291,
229.848,339,
229.893,291,
229.938,222,
229.983,286,
230.028,237,
230.074,248,
230.119,285,
230.164,228,
230.209,250,
230.254,285,
230.299,261,
230.344,353,
230.389,382,
230.434,241,
230.479,300,
230.524,302,
230.569,224,
230.614,321,
230.66,262,
230.705,251,
230.75,267,
230.795,278,
230.84,323,
230.885,267,
230.93,271,
230.975,264,
231.02,241,
231.065,221,
231.11,302,
231.155,273,
231.199,300,
231.244,229,
231.289,213,
231.334,333,
231.379,293,
231.424,338,
231.469,291,
231.514,257,
231.559,255,
231.604,276,
231.649,244,
231.694,240,
231.739,256,
231.783,228,
231.828,287,
231.873,280,
231.918,316,
231.963,260,
232.008,316,
232.053,244,
232.098,260,
232.142,254,
232.187,274,
232.232,325,
232.277,312,
232.322,254,
232.366,282,
232.411,263,
232.456,274,
232.501,312,
232.546,231,
232.59,217,
232.635,258,
232.68,224,
232.725,274,
232.769,287,
232.814,248,
232.859,278,
232.904,234,
232.948,251,
232.993,273,
233.038,246,
