ReocrdTime: _20250426_132906
IntegrationTime: 200
DataLength: 7305
accumulateCount: 1
Wavelength,Data
195.889,-6,
195.938,-6,
195.987,36,
196.037,44,
196.086,39,
196.135,7,
196.184,22,
196.233,54,
196.283,19,
196.332,10,
196.381,36,
196.43,4,
196.479,45,
196.529,14,
196.578,43,
196.627,6,
196.676,36,
196.725,54,
196.774,23,
196.824,-8,
196.873,14,
196.922,18,
196.971,25,
197.02,18,
197.069,38,
197.118,34,
197.168,7,
197.217,36,
197.266,23,
197.315,50,
197.364,23,
197.413,28,
197.462,2,
197.511,16,
197.56,46,
197.609,23,
197.658,37,
197.707,50,
197.756,43,
197.805,32,
197.854,28,
197.904,13,
197.953,50,
198.002,30,
198.051,11,
198.1,35,
198.149,59,
198.198,83,
198.247,39,
198.296,24,
198.345,25,
198.393,25,
198.442,56,
198.491,52,
198.54,67,
198.589,19,
198.638,25,
198.687,38,
198.736,81,
198.785,92,
198.834,111,
198.883,90,
198.932,126,
198.981,104,
199.03,80,
199.079,66,
199.127,29,
199.176,38,
199.225,27,
199.274,51,
199.323,37,
199.372,36,
199.421,38,
199.47,9,
199.518,60,
199.567,36,
199.616,47,
199.665,32,
199.714,22,
199.763,45,
199.811,29,
199.86,59,
199.909,38,
199.958,23,
200.007,26,
200.055,44,
200.104,24,
200.153,34,
200.202,40,
200.25,20,
200.299,45,
200.348,36,
200.397,27,
200.445,43,
200.494,38,
200.543,35,
200.592,27,
200.64,11,
200.689,31,
200.738,43,
200.787,52,
200.835,13,
200.884,-3,
200.933,42,
200.981,14,
201.03,36,
201.079,36,
201.127,37,
201.176,75,
201.225,55,
201.273,34,
201.322,29,
201.371,54,
201.419,34,
201.468,37,
201.516,38,
201.565,22,
201.614,84,
201.662,43,
201.711,11,
201.759,45,
201.808,-4,
201.857,44,
201.905,61,
201.954,57,
202.002,59,
202.051,53,
202.099,47,
202.148,28,
202.197,27,
202.245,47,
202.294,30,
202.342,70,
202.391,41,
202.439,90,
202.488,36,
202.536,61,
202.585,60,
202.633,50,
202.682,37,
202.73,58,
202.779,52,
202.827,50,
202.876,25,
202.924,21,
202.973,75,
203.021,46,
203.069,8,
203.118,25,
203.166,57,
203.215,81,
203.263,18,
203.312,52,
203.36,36,
203.408,40,
203.457,36,
203.505,54,
203.554,15,
203.602,40,
203.65,22,
203.699,66,
203.747,49,
203.795,76,
203.844,47,
203.892,57,
203.941,63,
203.989,103,
204.037,40,
204.086,86,
204.134,43,
204.182,38,
204.23,52,
204.279,63,
204.327,66,
204.375,46,
204.424,48,
204.472,49,
204.52,94,
204.569,57,
204.617,68,
204.665,41,
204.713,63,
204.762,79,
204.81,43,
204.858,72,
204.906,61,
204.955,61,
205.003,61,
205.051,36,
205.099,82,
205.147,82,
205.196,75,
205.244,70,
205.292,36,
205.34,30,
205.388,69,
205.437,64,
205.485,54,
205.533,96,
205.581,56,
205.629,79,
205.677,90,
205.725,95,
205.774,111,
205.822,151,
205.87,92,
205.918,94,
205.966,75,
206.014,70,
206.062,102,
206.11,66,
206.158,67,
206.207,70,
206.255,51,
206.303,81,
206.351,70,
206.399,49,
206.447,88,
206.495,80,
206.543,97,
206.591,82,
206.639,41,
206.687,72,
206.735,72,
206.783,63,
206.831,77,
206.879,85,
206.927,50,
206.975,74,
207.023,92,
207.071,88,
207.119,99,
207.167,95,
207.215,102,
207.263,68,
207.311,110,
207.359,50,
207.407,110,
207.455,104,
207.503,72,
207.551,70,
207.599,45,
207.646,74,
207.694,93,
207.742,61,
207.79,70,
207.838,90,
207.886,109,
207.934,74,
207.982,65,
208.03,91,
208.077,77,
208.125,66,
208.173,93,
208.221,106,
208.269,56,
208.317,107,
208.365,102,
208.412,99,
208.46,109,
208.508,91,
208.556,73,
208.604,86,
208.651,70,
208.699,129,
208.747,117,
208.795,84,
208.843,72,
208.89,91,
208.938,115,
208.986,98,
209.034,66,
209.081,106,
209.129,90,
209.177,91,
209.225,128,
209.272,126,
209.32,68,
209.368,114,
209.415,72,
209.463,117,
209.511,90,
209.559,98,
209.606,116,
209.654,67,
209.702,97,
209.749,106,
209.797,97,
209.845,108,
209.892,92,
209.94,88,
209.988,99,
210.035,68,
210.083,61,
210.13,111,
210.178,124,
210.226,124,
210.273,97,
210.321,94,
210.368,47,
210.416,97,
210.464,102,
210.511,99,
210.559,105,
210.606,142,
210.654,147,
210.701,99,
210.749,104,
210.797,107,
210.844,128,
210.892,99,
210.939,135,
210.987,106,
211.034,122,
211.082,137,
211.129,99,
211.177,118,
211.224,133,
211.272,84,
211.319,99,
211.367,109,
211.414,163,
211.462,176,
211.509,136,
211.556,138,
211.604,92,
211.651,107,
211.699,75,
211.746,113,
211.794,124,
211.841,163,
211.889,165,
211.936,115,
211.983,136,
212.031,124,
212.078,133,
212.125,152,
212.173,198,
212.22,205,
212.268,217,
212.315,387,
212.362,577,
212.41,875,
212.457,854,
212.504,541,
212.552,334,
212.599,228,
212.646,176,
212.694,175,
212.741,181,
212.788,169,
212.836,187,
212.883,163,
212.93,133,
212.977,138,
213.025,200,
213.072,171,
213.119,144,
213.167,167,
213.214,154,
213.261,113,
213.308,194,
213.356,198,
213.403,164,
213.45,115,
213.497,152,
213.544,127,
213.592,128,
213.639,172,
213.686,185,
213.733,154,
213.78,140,
213.828,135,
213.875,160,
213.922,141,
213.969,168,
214.016,129,
214.063,144,
214.111,159,
214.158,127,
214.205,138,
214.252,156,
214.299,101,
214.346,132,
214.393,193,
214.44,200,
214.488,162,
214.535,143,
214.582,175,
214.629,176,
214.676,117,
214.723,155,
214.77,185,
214.817,162,
214.864,168,
214.911,153,
214.958,167,
215.005,205,
215.052,170,
215.099,133,
215.146,138,
215.193,149,
215.24,175,
215.287,188,
215.334,164,
215.381,152,
215.428,124,
215.475,156,
215.522,132,
215.569,138,
215.616,155,
215.663,162,
215.71,165,
215.757,179,
215.804,207,
215.851,139,
215.898,142,
215.945,162,
215.992,156,
216.039,208,
216.085,201,
216.132,149,
216.179,133,
216.226,139,
216.273,140,
216.32,199,
216.367,199,
216.414,181,
216.461,156,
216.507,182,
216.554,174,
216.601,154,
216.648,239,
216.695,211,
216.742,216,
216.788,242,
216.835,156,
216.882,174,
216.929,181,
216.976,151,
217.022,146,
217.069,181,
217.116,196,
217.163,197,
217.209,187,
217.256,181,
217.303,215,
217.35,209,
217.396,278,
217.443,235,
217.49,220,
217.537,184,
217.583,253,
217.63,154,
217.677,171,
217.724,145,
217.77,151,
217.817,188,
217.864,174,
217.91,174,
217.957,199,
218.004,174,
218.05,181,
218.097,138,
218.144,128,
218.19,218,
218.237,178,
218.283,158,
218.33,154,
218.377,183,
218.423,197,
218.47,177,
218.517,98,
218.563,223,
218.61,201,
218.656,192,
218.703,179,
218.75,214,
218.796,214,
218.843,217,
218.889,242,
218.936,195,
218.982,171,
219.029,183,
219.075,183,
219.122,174,
219.168,231,
219.215,201,
219.261,215,
219.308,210,
219.354,181,
219.401,187,
219.447,217,
219.494,155,
219.54,147,
