ReocrdTime: _20250426_123848
IntegrationTime: 200
DataLength: 7305
accumulateCount: 1
Wavelength,Data
195.889,17,
195.938,17,
195.987,0,
196.037,14,
196.086,-2,
196.135,12,
196.184,27,
196.233,42,
196.283,-11,
196.332,-15,
196.381,32,
196.43,-2,
196.479,31,
196.529,10,
196.578,9,
196.627,-19,
196.676,28,
196.725,25,
196.774,21,
196.824,23,
196.873,-17,
196.922,25,
196.971,25,
197.02,42,
197.069,9,
197.118,30,
197.168,-4,
197.217,-12,
197.266,14,
197.315,61,
197.364,-6,
197.413,21,
197.462,-7,
197.511,18,
197.56,50,
197.609,12,
197.658,32,
197.707,18,
197.756,25,
197.805,31,
197.854,28,
197.904,6,
197.953,22,
198.002,7,
198.051,-6,
198.1,24,
198.149,14,
198.198,38,
198.247,30,
198.296,16,
198.345,34,
198.393,-16,
198.442,50,
198.491,22,
198.54,33,
198.589,-4,
198.638,20,
198.687,47,
198.736,66,
198.785,11,
198.834,41,
198.883,24,
198.932,56,
198.981,59,
199.03,39,
199.079,23,
199.127,7,
199.176,27,
199.225,20,
199.274,29,
199.323,37,
199.372,27,
199.421,14,
199.47,10,
199.518,31,
199.567,45,
199.616,43,
199.665,11,
199.714,13,
199.763,40,
199.811,42,
199.86,44,
199.909,23,
199.958,16,
200.007,29,
200.055,41,
200.104,29,
200.153,43,
200.202,17,
200.25,0,
200.299,36,
200.348,37,
200.397,26,
200.445,36,
200.494,17,
200.543,37,
200.592,2,
200.64,15,
200.689,22,
200.738,38,
200.787,25,
200.835,20,
200.884,8,
200.933,52,
200.981,40,
201.03,16,
201.079,18,
201.127,41,
201.176,43,
201.225,61,
201.273,7,
201.322,5,
201.371,3,
201.419,32,
201.468,39,
201.516,47,
201.565,24,
201.614,52,
201.662,10,
201.711,2,
201.759,25,
201.808,16,
201.857,41,
201.905,20,
201.954,54,
202.002,39,
202.051,57,
202.099,27,
202.148,17,
202.197,20,
202.245,45,
202.294,34,
202.342,60,
202.391,18,
202.439,49,
202.488,28,
202.536,95,
202.585,54,
202.633,48,
202.682,41,
202.73,38,
202.779,10,
202.827,34,
202.876,41,
202.924,28,
202.973,66,
203.021,14,
203.069,4,
203.118,39,
203.166,65,
203.215,70,
203.263,25,
203.312,11,
203.36,34,
203.408,43,
203.457,25,
203.505,50,
203.554,11,
203.602,-3,
203.65,-3,
203.699,52,
203.747,31,
203.795,79,
203.844,11,
203.892,27,
203.941,67,
203.989,47,
204.037,45,
204.086,29,
204.134,20,
204.182,31,
204.23,43,
204.279,54,
204.327,41,
204.375,23,
204.424,34,
204.472,24,
204.52,54,
204.569,61,
204.617,52,
204.665,52,
204.713,25,
204.762,50,
204.81,42,
204.858,84,
204.906,56,
204.955,36,
205.003,13,
205.051,38,
205.099,55,
205.147,70,
205.196,40,
205.244,48,
205.292,34,
205.34,43,
205.388,55,
205.437,70,
205.485,61,
205.533,62,
205.581,54,
205.629,68,
205.677,52,
205.725,73,
205.774,68,
205.822,88,
205.87,31,
205.918,65,
205.966,79,
206.014,43,
206.062,70,
206.11,56,
206.158,76,
206.207,74,
206.255,47,
206.303,52,
206.351,22,
206.399,38,
206.447,89,
206.495,50,
206.543,93,
206.591,70,
206.639,36,
206.687,72,
206.735,63,
206.783,54,
206.831,65,
206.879,67,
206.927,34,
206.975,40,
207.023,117,
207.071,65,
207.119,72,
207.167,61,
207.215,77,
207.263,71,
207.311,101,
207.359,36,
207.407,56,
207.455,52,
207.503,54,
207.551,82,
207.599,59,
207.646,68,
207.694,52,
207.742,32,
207.79,45,
207.838,63,
207.886,106,
207.934,61,
207.982,36,
208.03,50,
208.077,54,
208.125,90,
208.173,88,
208.221,61,
208.269,27,
208.317,68,
208.365,64,
208.412,60,
208.46,43,
208.508,69,
208.556,68,
208.604,93,
208.651,77,
208.699,86,
208.747,50,
208.795,32,
208.843,69,
208.89,61,
208.938,79,
208.986,87,
209.034,32,
209.081,49,
209.129,54,
209.177,102,
209.225,103,
209.272,97,
209.32,70,
209.368,68,
209.415,50,
209.463,109,
209.511,92,
209.559,73,
209.606,77,
209.654,61,
209.702,66,
209.749,99,
209.797,86,
209.845,79,
209.892,43,
209.94,54,
209.988,81,
210.035,57,
210.083,65,
210.13,104,
210.178,76,
210.226,113,
210.273,108,
210.321,103,
210.368,68,
210.416,45,
210.464,91,
210.511,97,
210.559,97,
210.606,99,
210.654,68,
210.701,63,
210.749,59,
210.797,84,
210.844,113,
210.892,97,
210.939,104,
210.987,76,
211.034,81,
211.082,94,
211.129,63,
211.177,93,
211.224,76,
211.272,72,
211.319,49,
211.367,73,
211.414,125,
211.462,146,
211.509,65,
211.556,105,
211.604,88,
211.651,84,
211.699,97,
211.746,91,
211.794,102,
211.841,113,
211.889,141,
211.936,87,
211.983,102,
212.031,111,
212.078,117,
212.125,111,
212.173,124,
212.22,122,
212.268,131,
212.315,154,
212.362,220,
212.41,212,
212.457,224,
212.504,183,
212.552,135,
212.599,107,
212.646,102,
212.694,77,
212.741,127,
212.788,108,
212.836,149,
212.883,97,
212.93,124,
212.977,78,
213.025,162,
213.072,94,
213.119,86,
213.167,128,
213.214,98,
213.261,119,
213.308,115,
213.356,126,
213.403,121,
213.45,98,
213.497,106,
213.544,98,
213.592,121,
213.639,158,
213.686,127,
213.733,127,
213.78,133,
213.828,111,
213.875,97,
213.922,122,
213.969,140,
214.016,52,
214.063,88,
214.111,113,
214.158,107,
214.205,90,
214.252,118,
214.299,52,
214.346,127,
214.393,154,
214.44,136,
214.488,102,
214.535,91,
214.582,121,
214.629,108,
214.676,126,
214.723,113,
214.77,110,
214.817,113,
214.864,91,
214.911,112,
214.958,144,
215.005,137,
215.052,113,
215.099,124,
215.146,131,
215.193,129,
215.24,129,
215.287,133,
215.334,119,
215.381,109,
215.428,97,
215.475,101,
215.522,116,
215.569,127,
215.616,97,
215.663,106,
215.71,123,
215.757,106,
215.804,121,
215.851,87,
215.898,111,
215.945,111,
215.992,142,
216.039,147,
216.085,172,
216.132,108,
216.179,91,
216.226,136,
216.273,97,
216.32,169,
216.367,102,
216.414,138,
216.461,114,
216.507,149,
216.554,145,
216.601,138,
216.648,153,
216.695,120,
216.742,104,
216.788,149,
216.835,128,
216.882,107,
216.929,108,
216.976,144,
217.022,122,
217.069,156,
217.116,106,
217.163,127,
217.209,147,
217.256,113,
217.303,149,
217.35,152,
217.396,179,
217.443,109,
217.49,143,
217.537,116,
217.583,194,
217.63,129,
217.677,138,
217.724,90,
217.77,108,
217.817,135,
217.864,135,
217.91,124,
217.957,126,
218.004,163,
218.05,124,
218.097,107,
218.144,77,
218.19,132,
218.237,136,
218.283,97,
218.33,106,
218.377,140,
218.423,154,
218.47,123,
218.517,118,
218.563,124,
218.61,115,
218.656,170,
218.703,123,
218.75,137,
218.796,169,
218.843,172,
218.889,192,
218.936,134,
218.982,126,
219.029,129,
219.075,141,
219.122,124,
219.168,150,
219.215,140,
219.261,158,
219.308,147,
219.354,170,
219.401,135,
219.447,154,
219.494,122,
219.54,126,
219.587,140,
219.633,152,
219.68,120,
219.726,145,
219.773,166,
219.819,145,
219.866,156,
219.912,88,
219.958,173,
220.005,187,
220.051,167,
220.098,157,
220.144,135,
220.19,133,
220.237,179,
220.283,141,
220.33,165,
220.376,146,
220.422,115,
220.469,210,
220.515,190,
220.561,159,
220.608,154,
220.654,138,
220.7,136,
220.747,156,
220.793,215,
220.839,219,
220.886,215,
220.932,176,
220.978,260,
221.025,335,
221.071,351,
221.117,291,
221.163,344,
221.21,243,
221.256,150,
221.302,181,
221.348,174,
221.395,213,
221.441,165,
221.487,135,
221.533,194,
221.58,190,
221.626,276,
221.672,370,
221.718,327,
221.764,275,
221.811,263,
221.857,226,
221.903,213,
221.949,147,
221.995,189,
222.041,176,
222.088,162,
222.134,155,
222.18,160,
222.226,163,
222.272,163,
222.318,161,
222.364,172,
222.411,118,
222.457,162,
222.503,190,
222.549,136,
222.595,168,
222.641,134,
222.687,181,
222.733,159,
222.779,156,
222.825,155,
222.871,147,
222.917,165,
222.963,191,
223.009,174,
223.055,174,
223.102,197,
223.148,163,
223.194,147,
223.24,207,
223.286,156,
223.332,133,
223.378,186,
223.424,135,
223.469,192,
223.515,163,
223.561,156,
223.607,156,
223.653,133,
223.699,167,
223.745,174,
223.791,169,
223.837,190,
223.883,138,
223.929,129,
223.975,144,
224.021,156,
224.067,120,
224.113,186,
224.158,149,
224.204,172,
224.25,228,
224.296,146,
224.342,247,
224.388,143,
224.434,149,
224.48,126,
224.525,153,
224.571,172,
224.617,209,
224.663,159,
224.709,188,
224.754,144,
224.8,131,
224.846,171,
224.892,194,
224.938,140,
224.983,126,
225.029,156,
225.075,142,
225.121,181,
225.167,149,
225.212,108,
225.258,115,
225.304,154,
225.35,153,
225.395,154,
225.441,129,
225.487,196,
225.532,163,
225.578,149,
225.624,175,
225.67,147,
225.715,167,
225.761,154,
225.807,182,
225.852,137,
225.898,152,
225.944,167,
225.989,174,
226.035,203,
226.08,142,
226.126,210,
226.172,169,
226.217,183,
226.263,201,
226.309,203,
226.354,244,
226.4,308,
226.445,253,
226.491,194,
226.537,186,
226.582,201,
226.628,170,
226.673,164,
226.719,176,
226.764,172,
226.81,153,
226.855,223,
226.901,342,
226.947,359,
226.992,359,
227.038,260,
227.083,241,
227.129,190,
227.174,217,
227.22,183,
227.265,153,
227.311,191,
227.356,212,
227.402,167,
227.447,167,
227.492,218,
227.538,190,
227.583,183,
227.629,215,
227.674,174,
227.72,189,
227.765,174,
227.81,176,
227.856,133,
227.901,209,
227.947,165,
227.992,154,
228.037,183,
228.083,196,
228.128,128,
228.174,172,
228.219,195,
228.264,204,
228.31,125,
228.355,149,
228.4,208,
228.446,190,
228.491,213,
228.536,167,
228.582,199,
228.627,179,
228.672,158,
228.717,182,
228.763,193,
228.808,195,
228.853,170,
228.899,206,
228.944,208,
228.989,183,
229.034,199,
229.08,154,
229.125,203,
229.17,179,
229.215,200,
229.261,220,
229.306,231,
229.351,178,
229.396,176,
229.441,190,
229.487,268,
229.532,224,
229.577,248,
229.622,226,
229.667,256,
229.712,210,
229.758,246,
229.803,232,
229.848,199,
229.893,185,
229.938,202,
229.983,223,
230.028,158,
230.074,215,
230.119,202,
230.164,190,
230.209,185,
230.254,235,
230.299,161,
230.344,231,
230.389,231,
230.434,198,
230.479,210,
230.524,200,
230.569,154,
230.614,193,
230.66,201,
230.705,183,
230.75,184,
230.795,215,
230.84,210,
230.885,195,
230.93,226,
230.975,176,
231.02,163,
231.065,196,
231.11,253,
231.155,212,
231.199,221,
231.244,157,
231.289,206,
231.334,231,
231.379,228,
231.424,200,
231.469,194,
231.514,203,
231.559,219,
231.604,208,
231.649,147,
231.694,209,
231.739,179,
231.783,190,
231.828,224,
231.873,192,
231.918,230,
231.963,195,
232.008,235,
232.053,199,
232.098,190,
232.142,176,
232.187,208,
232.232,233,
232.277,222,
232.322,186,
232.366,196,
232.411,217,
232.456,203,
232.501,213,
232.546,162,
232.59,192,
232.635,235,
232.68,240,
232.725,253,
232.769,199,
232.814,160,
232.859,190,
232.904,184,
232.948,190,
232.993,187,
233.038,155,
233.083,219,
233.127,207,
233.172,161,
233.217,256,
233.261,242,
233.306,210,
233.351,251,
233.395,203,
233.44,181,
233.485,166,
233.529,179,
233.574,174,
233.619,192,
233.663,262,
233.708,165,
233.752,208,
233.797,210,
233.842,249,
233.886,220,
233.931,256,
233.975,203,
234.02,229,
234.065,217,
234.109,197,
234.154,230,
234.198,218,
234.243,193,
234.287,199,
234.332,301,
234.377,242,
234.421,280,
234.466,219,
234.51,247,
234.555,241,
234.599,230,
234.644,240,
234.688,233,
234.733,211,
234.777,242,
234.822,273,
234.866,215,
234.91,278,
234.955,265,
234.999,260,
235.044,230,
235.088,220,
235.133,210,
235.177,197,
235.221,231,
235.266,207,
235.31,192,
235.355,212,
235.399,202,
235.443,204,
235.488,176,
235.532,187,
235.577,220,
235.621,203,
235.665,121,
235.71,254,
235.754,237,
235.798,226,
235.843,210,
235.887,248,
235.931,242,
235.976,251,
236.02,242,
236.064,256,
236.109,212,
236.153,235,
236.197,213,
236.241,214,
236.286,179,
236.33,224,
236.374,210,
236.418,229,
236.463,250,
236.507,288,
236.551,208,
236.595,269,
236.64,251,
236.684,326,
236.728,461,
236.772,473,
236.816,357,
236.861,346,
236.905,235,
236.949,281,
236.993,300,
237.037,259,
237.082,255,
237.126,271,
237.17,267,
237.214,285,
237.258,398,
237.302,491,
237.346,552,
237.39,565,
237.435,463,
237.479,412,
237.523,289,
237.567,269,
237.611,206,
237.655,224,
237.699,210,
237.743,275,
237.787,299,
237.831,251,
237.875,240,
237.919,256,
237.963,210,
238.008,247,
238.052,239,
238.096,241,
238.14,235,
238.184,489,
238.228,395,
238.272,303,
238.316,264,
238.36,240,
238.404,275,
238.447,253,
238.491,283,
238.535,199,
238.579,242,
238.623,226,
238.667,251,
238.711,210,
238.755,244,
238.799,215,
238.843,264,
238.887,323,
238.931,201,
238.975,287,
239.019,238,
239.062,208,
239.106,242,
239.15,202,
239.194,221,
239.238,206,
239.282,192,
239.326,235,
239.369,220,
239.413,187,
239.457,229,
239.501,302,
239.545,321,
239.589,343,
239.632,324,
239.676,280,
239.72,282,
239.764,247,
239.807,249,
239.851,214,
239.895,280,
239.939,237,
239.983,269,
240.026,257,
240.07,233,
240.114,210,
240.158,213,
240.201,179,
240.245,231,
240.289,215,
240.332,216,
240.376,217,
240.42,235,
240.463,321,
240.507,289,
240.551,297,
240.594,235,
240.638,269,
240.682,281,
240.725,217,
240.769,176,
240.813,236,
240.856,203,
240.9,215,
240.944,183,
240.987,226,
241.031,235,
241.074,297,
241.118,263,
241.162,247,
241.205,317,
241.249,254,
241.292,247,
241.336,289,
241.379,291,
241.423,164,
241.466,255,
241.51,174,
241.554,220,
241.597,201,
241.641,192,
241.684,240,
241.728,226,
241.771,226,
241.815,227,
241.858,241,
241.902,224,
241.945,184,
241.989,244,
242.032,213,
242.075,222,
242.119,224,
242.162,223,
242.206,215,
242.249,220,
242.293,222,
242.336,233,
242.379,265,
242.423,210,
242.466,213,
242.51,209,
242.553,204,
242.596,220,
242.64,202,
242.683,202,
242.727,215,
242.77,217,
242.813,222,
242.857,186,
242.9,195,
242.943,229,
242.987,249,
243.03,271,
243.073,201,
243.116,229,
243.16,250,
243.203,218,
243.246,170,
243.29,275,
243.333,171,
243.376,192,
243.419,230,
243.463,320,
243.506,481,
243.549,454,
243.592,367,
243.636,322,
243.679,278,
243.722,314,
243.765,239,
243.809,216,
243.852,192,
243.895,252,
243.938,274,
243.981,226,
244.024,256,
244.068,250,
244.111,255,
244.154,202,
244.197,199,
244.24,190,
244.283,236,
244.327,266,
244.37,233,
244.413,282,
244.456,222,
244.499,149,
244.542,258,
244.585,239,
244.628,197,
244.671,251,
244.714,192,
244.757,260,
244.801,244,
244.844,203,
244.887,184,
244.93,182,
244.973,190,
245.016,246,
245.059,223,
245.102,144,
245.145,211,
245.188,224,
245.231,226,
245.274,211,
245.317,253,
245.36,206,
245.403,181,
245.446,231,
245.489,221,
245.532,190,
245.575,237,
245.617,206,
245.66,229,
245.703,260,
245.746,196,
245.789,207,
245.832,213,
245.875,217,
245.918,263,
245.961,228,
246.004,176,
246.047,233,
246.089,163,
246.132,215,
246.175,211,
246.218,240,
246.261,231,
246.304,257,
246.347,269,
246.389,257,
246.432,217,
246.475,283,
246.518,258,
246.561,235,
246.603,226,
246.646,219,
246.689,235,
246.732,219,
246.775,215,
246.817,265,
246.86,203,
246.903,178,
246.946,248,
246.988,255,
247.031,256,
247.074,298,
247.116,192,
247.159,303,
247.202,174,
247.245,212,
247.287,316,
247.33,298,
247.373,224,
247.415,249,
247.458,261,
247.501,239,
247.543,220,
247.586,244,
247.629,255,
247.671,242,
247.714,217,
247.756,309,
247.799,326,
247.842,723,
247.884,624,
247.927,657,
247.97,499,
248.012,380,
248.055,373,
248.097,274,
248.14,310,
248.182,271,
248.225,225,
248.267,287,
248.31,344,
248.353,452,
248.395,362,
248.438,359,
248.48,292,
248.523,253,
248.565,262,
248.608,201,
248.65,291,
248.693,251,
248.735,229,
248.778,348,
248.82,321,
248.863,373,
248.905,307,
248.947,292,
248.99,311,
249.032,330,
249.075,398,
249.117,412,
249.16,347,
249.202,282,
249.244,269,
249.287,233,
249.329,288,
249.372,206,
249.414,256,
249.456,222,
249.499,215,
249.541,185,
249.583,240,
249.626,278,
249.668,228,
249.71,245,
249.753,228,
249.795,301,
249.837,237,
249.88,237,
249.922,305,
249.964,223,
250.007,194,
250.049,240,
250.091,307,
250.133,287,
250.176,231,
250.218,260,
250.26,260,
250.302,242,
250.345,267,
250.387,233,
250.429,216,
250.471,205,
250.513,212,
250.556,194,
250.598,237,
250.64,436,
250.682,882,
250.724,830,
250.767,757,
250.809,418,
250.851,395,
250.893,283,
250.935,208,
250.977,233,
251.019,251,
251.062,269,
251.104,294,
251.146,332,
251.188,260,
251.23,280,
251.272,296,
251.314,220,
251.356,262,
251.398,613,
251.44,906,
251.483,889,
251.525,726,
251.567,850,
251.609,1675,
251.651,1533,
251.693,1143,
251.735,636,
251.777,601,
251.819,355,
251.861,450,
251.903,716,
251.945,720,
251.987,656,
252.029,402,
252.071,421,
252.113,294,
252.155,305,
252.197,210,
252.239,283,
252.281,393,
252.322,379,
252.364,551,
252.406,895,
252.448,989,
252.49,789,
252.532,482,
252.574,456,
252.616,288,
252.658,305,
252.7,266,
252.741,405,
252.783,401,
252.825,834,
252.867,970,
252.909,938,
252.951,534,
252.993,488,
253.034,375,
253.076,366,
253.118,273,
253.16,248,
253.202,214,
253.243,294,
253.285,253,
253.327,256,
253.369,259,
253.41,234,
253.452,222,
253.494,255,
253.536,283,
253.577,258,
253.619,226,
253.661,230,
253.703,244,
253.744,239,
253.786,224,
253.828,180,
253.87,251,
253.911,260,
253.953,233,
253.995,251,
254.036,179,
254.078,205,
254.12,254,
254.161,270,
254.203,253,
254.244,226,
254.286,219,
254.328,276,
254.369,240,
254.411,201,
254.453,242,
254.494,181,
254.536,221,
254.577,276,
254.619,276,
254.66,279,
